,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
18,Senior Manager,Company Undisclosed,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",,,Senior Management,Full Time,F&B,3 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$5,000-$7,000"
19,Manager,Company Undisclosed,"Roles & ResponsibilitiesThe Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation’s approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation.Requirements ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels.",,,Manager,Full Time,F&B,4 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$5,000-$7,000"
20,Sales and Marketing Director,Company Undisclosed,"Roles & Responsibilities1. Manage and motivate a sales team in the project area for an effective business development program that will increase sales and marketing awarenes and lsaes lead of the company, its project sales activites, and customer service. 2. Prepare, implement and compile data fo the strategic sales plan, monthly reports, annual goals, sales and marketing budget, forecasts and other reports as directed/required. 3. Knowledge of market trends and economic factors. 4. Assist Managing Director in preparation of the business development and sales plans, programs and annual budget; manages within approved plans and budgets. 5. Develop pricing and products strategies proposed through review of competitive data, industry demand analysis and project tender management. 6. Ability to establish strong customer networking with project industry specialists including architects, consultants and M&E contractors. 7. Ability to lead well-orgainised team of business sales and marketing colleagues. 8. Direct and manage new sales and renewal activities to maximize revenue opportunity for the company. 9. Perform other duties as assigned by Managing Director. 10. To provide support to devise, fine tune and implement overall sales and marketing strategy and directives.Requirements1. Achieve project team sales growth through market, price and product strategies. 2. Marketing and development of new business for the company through approaching new business customers, particular in Japanese project business front. 3. Undertake sales presentations to customers and business communities to present to the company and its products and services. 4. Management of project sales team.",,,Senior Management,Permanent,Sales / Retail ,41 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$10,000-$15,000"
21,Senior Research Executive,Company Undisclosed,"Roles & ResponsibilitiesResearchers are seen as experts in the field of Market Research, who are trusted and consulted on leading-edge research design. The Senior Research Executive (SRE) operates at the heart of our work with clients, supporting the business in design, setup and management of research projects. Key Responsibilities:  Provide a safe pair of hands in managing complex, multi-market research projects including independently drafting detailed questionnaires, setting up advanced analytical requirements and checking for data accuracy. Be able to conduct data analysis and independently produce results on less complex projects. Effectively manage multiple projects at once and anticipate potential problems and how to prevent them Be aware of financial targets and identify job profitability problems and resolve them with support if required. Maintain client relationships by liaising effectively with clients on project-related information and progress updates. Abide by the quality excellence procedures and apply them effectively. Keep abreast of current trends within market research and develop expertise in the chosen area of research. Requirements A degree in Marketing, Business, Social Sciences, Statistics or related studies At least 2-3 years of Quantitative Research Experience An innate sense of curiosity and the desire to learn The tenacity for top-notch project execution and data work Strong client-servicing principles ",,,Senior Executive,Permanent,Others,4 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$3,000-$5,000"
22,Marketing Director,Company Undisclosed,"Roles & ResponsibilitiesThe Marketing Director drives the organisation's business strategies by setting direction for the organisation's marketing campaigns, programmes and communication plans. He/She is also responsible for advancing public relations for the organisation, formulating data-driven commercial insights and directing budget forecasting activities. The Marketing Director operates in a rapidly transforming business environment and functions through his/her understanding of consumers' preferences, market trends and industry landscape to promote the organisation and optimise its market share. The Marketing Director is an astute, aspiring leader who is able to negotiate strategically. He/She possesses strong business acumen and broad understanding of consumer, market and industry trends.Requirements ~ Conceptualise marketing campaigns across offline and digital platforms. ~ Conduct situational analysis to assess the organization's internal and external business environment and landscape. ~ Develop business continuity strategies, policies and plans. ~ Develop crisis management communication guideline. ~ Develop internal and external communication strategies, guidelines and parameters. ~ Develop media relationships. ~ Direct development of marketing messages. ~ Direct public relations activities. ~ Direct the design and development of model used for data-mining. ~ Drive profiling of target customers and market segments for marketing campaigns. ~ Drive the exploration and development of latest data science techniques. ~ Establish marketing objectives and strategies. ~ Establish scope and goals of marketing campaigns. ~ Evaluate local and international business environment and landscape. ~ Formulate budgetary assumptions. ~ Formulate public relations strategies. ~ Identify key focus groups for public relations cultivation. ~ Lead the formulation of data-driven insights and drive the practical application to the business. ~ Manage risk across business units. ~ Work closely with the data architecture and warehouse team to oversee data-mining and analysis process.",,,Senior Management,Full Time,Travel / Tourism,13 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$4,000-$8,000"
23,Application Management - Applications Operations MSB Asia,Company Undisclosed,"Roles & ResponsibilitiesJob purpose: To carry out and take responsibility for the tasks and activities relating to the operation of applications in production in GS-IT with the following goals  Ensure the Service Level Agreements (SLA) are adhered to Optimise operation in production Implement changes in accordance with requirements  The position “Application Manager” comprises the following roles:  Application Service Manager Application Supporter IT Operations Mentor  The scope of tasks assigned to the person holding this job is defined via one or more of these roles and is specified in more detail in the following section. Key activities (approx. 6-10)*:   MAIN TASKS TASK LIST FOR THE ROLE OF  Application Manager   Operation Cluster Management (OCM) Control of support and production operations for one or more applications Monitoring and control of the stability of an application, i.e. its smooth operation; introduction of stabilisation measures if need be Cooperation in complex problems and fault analyses and their resolution Consultation with customers for new or changed requirements, including cooperation in the preparation of technical concepts and in cost/benefit issues Functional and/or technical planning and control of jobs / job chains Organisational control incl. technical personnel dispatching to ensure operation of the assigned applications (e.g. on-call duty) Monitoring and control of the agreed upon service levels for the assigned applications Monitoring/responsibility for the assignments of rights for the assigned applications Assurance of the operating documentation being complete and up-to-date (e.g. operating manual) for the assigned applications Support of projects with regard to operating concerns Analysis, testing, and release of changes from the operations point of view Monitoring/responsibility for productive use of all new applications or further developments of an application Support Audit and governance tasks for all applications  TASK LIST FOR THE ROLE OF  Application Supporter  Assurance of the operation of applications while maintaining the SLAs and the internal and external regulatory requirements    Incident and problem management Acceptance, analysis, service restoration/workarounds and documentation for incidents Critical Incident Handling and escalation  Problem analysis, search for solutions, introduction of changes for problems  Proactive problem management:   - Performance/throughput analyses,   - Optimisation measures for operations (automation, surveillance monitors, scripts/procedures, reports)   - Recommendation of optimisation measures for support processes, technical processes and project content  Change management   - Analysis and release of changes that affect the operation of the application   - Change of technical and internal application configuration and control parameters (customising) Planning and implementation of reporting (e.g. KPI) with regard to the operation of the application Maintenance of the documentation necessary for operation ( functional / technical) Backup and recovery management User support for functional and technical questions about the application Request management Cooperation in user acceptance tests Cooperation in monitoring or alternatively purchasing software licenses Involvement in on-call duty regulations in accordance with the applicable company agreements if this is made necessary by the SLAs DR/BCP tasks Data extractions for Audit or other similar bodies  TASK LIST FOR THE ROLE OF  IT Operations  Controlling and monitoring the central and decentralised mainframe/network/client server systems, applications, online systems and batch production Analysing, resolving and documenting IT faults Implementation of changes in the production process as per change requests Assurance of uninterrupted availability of the systems and applications Manual intervention in automatic processes in conjunction with the product managers or on request Escalation of faults as per guidelines to the respective on-call service or alternatively to the escalation manager Identification of operating optimisation potential as well as development and implementation of respective concepts for their realisation  TASK LIST FOR THE ROLE OF  Mentor  Clarify goals Lead another peson (pair coaching) when doing projects Consulting and support of the one being mentored Support target setting and target achievement review tasks for team members  ADDITIONAL TASKS: Do any special tasks assigned by senior management  RequirementsFormal education: Education: university or technical college or comparable professional experience Specialist knowledge (work experience, further qualification): Qualifications/Skills (1) Essential Skills          Professional Skills (Technical, methodology and business): (4)   Wide experience Application Infrastructure (3)   Proficient in Databases (4)   Wide experience Operations Architecture (4)   Wide experience Service Management Processes (4)   Wide experience IT Security (5)   Expert Banking Know-how (6)  Experience in Audit and governance tasks in banking environment Personal Skills: (4)   Very strong Stress Resistance (3)   Very good Cooperation (4)   Very good Service Orientation (4)   Very good Interpersonal Contacts (5)   Outstanding Analytical Thinking               (5)   Outstanding Systematic Approach (2) Qualification Criteria and Experience Levels    Has mastered the subject. Has a wide-ranging and very well-founded, in-depth knowledge which enables this person to process complicated and complex tasks independently. Possesses own activity and decision-making field of responsibility:   - Comprehensive expert skills - Has wide knowledge surrounding the subject including the current market and trends - Enterprise-oriented view of the subject - Creating structure and estimates of effort for very complex problem situations, up to and including bank-wide issues - Outstanding ability to tackle extremely complex problems - Reputation as an outstanding expert - Often requested to take on coaching and consulting roles - Initiates the definition of and makes valuable contributions to bank-wide standards  Minimum 8 years IT experience at the level ""Manager/Engineer/Analyst"" IT project and/or operations experience of technically and functionally complex application systems across different platforms and highly critical for the business.  Description of specifications with regards to work profiles (if available)",,,"Professional, Senior Executive",Full Time,"Banking and Finance, Information Technology",3 applications,Posted 14 Jan 2019,Closing on 28 Jan 2019,Monthly,"$8,000-$9,500"
24,Research Fellow,Company Undisclosed,"Roles & ResponsibilitiesA Research Fellow position is available in the School of Civil and Environmental Engineering, Nanyang Technological University, Singapore. The project aims to develop a modelling framework to determine the optimal planning and operation strategies for integrating autonomous vehicles into public transport systems. The candidates should have solid research background in transportation engineering, operations design for public transport services, traveller choice behaviour, as well as autonomous vehicles technologies. The research work may also involve organising field observations and survey, data extraction and analysis, computer programming and coding and communicating with industry partners. We regret that only shortlisted candidates will be notified.     Requirements PhD degree in Transportation Engineering or equivalent Strong journal publications Knowledge of programming languages (e.g., Python, Matlab, Java,etc), statistical software (e.g. SPSS, STATA) and traffic simulation software (e.g. Viswalk) is a must Have undertaken  several travel behaviour-related projects as Principal Investigator ",,,Professional,"Contract, Full Time",Engineering,0 application,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$4,000-$5,500"
25,Executive Manager,Company Undisclosed,"Roles & ResponsibilitiesAn executive manager defines the vision and goals of his department, or the entire company or organization. He does this by implementing policies and procedures, and by establishing budgets. Executive managers also oversee personnel decisions, such as hiring and firing, and also compensation. Managing contracts and negotiations, as well as analyzing data to make the best business decisions are key elements of the executive manager's responsibilities.RequirementsAn executive manager defines the vision and goals of his department, or the entire company or organization. He does this by implementing policies and procedures, and by establishing budgets. Executive managers also oversee personnel decisions, such as hiring and firing, and also compensation. Managing contracts and negotiations, as well as analyzing data to make the best business decisions are key elements of the executive manager's responsibilities.",,,Senior Management,Full Time,F&B,8 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$5,000-$7,000"
26,Account Assistant,Company Undisclosed,"Roles & ResponsibilitiesReports to the Head of Accounting Department.  Covers duties such as work that is specific to accounts receivable, accounts payable, data compilation, billing, payroll, preparation of trial balance, basic financial statements and/or bookkeeping tasks.RequirementsAssign codes of all transactions in the accounting system;  Calculate customer/supplier account balances and reconcile with totals; Enter accurate and timely data into the accounting system; Perform month end closing activities; Process payroll transactions into the accounting system; Record transactions and events relating to inventory, acruals, prepayments, capital structure and finance costs, sales, purchases, receivables, payables and cash;   Maintain accurate financial records and statements; Retrieve system reports from the accounting system for management use.    ",,,Junior Executive,Full Time,Accounting / Auditing / Taxation,2 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$2,500-$2,800"
27,Purchaser,Company Undisclosed,"Roles & Responsibilities Liaise with suppliers on material sourcing, purchasing and material delivery. Answering phone call, issuing Purchase Requisition/Purchase Order , data management, preparation documents and reports. Manage Inventory Requirements Bilingual in English & Mandarin. With purchasing experiences will be preferable. Handles customer-related issues in a professional and highly efficient manner. Perform ad-hoc duties as assigned by the supervisor/management. Tactful, meticulous and able to multi-task. Good interpersonal skills and telephone etiquette. Independent and outgoing personality. Good Knowledge of Microsoft Excel, Words or Photoshop. At least 1 year of working experience in the related field. ",,,"Executive, Non-executive",Permanent,Logistics / Supply Chain,11 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$2,000-$3,200"
28,Administrative Assistant / Executive,Company Undisclosed,"Roles & ResponsibilitiesHandling general office administrative work Answering phone call, data management, preparation documents an reports Pocess reports Project co-ordination Generate workers salary Purchasing Perform ad-hoc duties as assigned by the supervisor / managementRequirements Team players with initiative and self-discipline  Good knwedge of microsoft excel, works  Initiative to learn and hardworking",,,Non-executive,Full Time,Building and Construction,14 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,,Salary undisclosed
29,Oracle BPM Consultant,Company Undisclosed,"Roles & Responsibilities Design of UI SAIL forms for Tempo environment Design of CDTs that interact with external databases Design of role based access control Appian components Development of Records and Reports using SAIL Build/consumption of webservices Design of expression rules, constants, and query rules Handling Appian Packaging and deployment Application of Appian Best Practices Working knowledge of Appian architecture  Good knowledge of Java, J2EE, Ajax, Javascript, JS, XML, XSLT, HTML, CSS, SOAP, REST, Weblogic, JBoss, SQL, etc  Knowledge of business process modelling and optimization techniques, including orchestration of modeled process  Some exposure to infrastructure, network and enterprise scale environments  	Practical experience designing and building enterprise and/or distributed systems  	Demonstrates ability to analytically address complex problems, process critical data, establish facts, and draw quality conclusions.  Experience in the field of service-oriented architecture (SOA).  Requirements 5-7 years of Experience in application development/Integration using technologies like WebLogic, J2EE, JMS, JSP, Unix, DB2, WebMethods, Shell Scripting, Autosys.  Strong knowledge of BEA WebLogic Server across an extensive selection of the feature set including Clustering, JMS, security enhancements, JDBC, bridges & connections pools, configuring Node manager, configuring SSL, WLST, Digital Certs installation and renewals configuring new WebLogic domains required for the system etc.,  Very good experience in version control SW like GIT, TeamForge etc.  Very good experience in using WLST for Configuration, Deployment and Runtime Env changes  Experience in using WebLogic.Admin, WebLogic.Deployer and WebLogic.server commands and experience in troubleshooting Work Manager Issues  ",,,Executive,"Contract, Full Time",Information Technology,0 application,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$6,500-$8,500"
30,Business Risk Control Manager,Company Undisclosed,"Roles & ResponsibilitiesBusiness Risk and Control  Support the team during the risk and control process by collecting data, reviewing and editing reports and providing progress updates Responsible for self-assessment coordination – gather the plans and ensure targets are being met Assist with the production of regional and business level monthly KRI report Ensure key risks and related mitigating actions have been captured into a Control Improvement Plan/Mitigating Actions Log Active monitoring and progress reporting of open RCA’s Audit, Risk, Compliance and Incident Management open issues Change Control: engagement in key projects / initiatives, providing input and feedback on the proposed process / technology change project management of the Operational Risk Framework Implementation Assist with the production of monthly MI, the weekly management updates and other ad hoc reporting as required Assist with the reporting for and arrangement of the Integrated Assurance Committee Undertake reconciliations to ensure key controls and processes are adhered to Fulfil additional / ad hoc duties as required to meet the needs of the business    Business Continuity Management  Initiate review and update of the Business Impact Analysis across the region to maintain recovery requirements and business impacts of a business disruption Ensure that Crisis Management & Business Continuity Plans in the region incorporate any changes to the business operations and recovery requirements Monitor and communicate potential threats that may impact operations or staff in the region Provide support in the event of a business disruption to manage the response coordination and communications  Document any issues experienced and lessons learned in a business disruption and track the progress to resolve open issues Provide management of any regional Work Area Recovery facility including access, planning, procedures and testing Provide expertise on Business Continuity and Emergency Response for the region and support and training to stakeholders as needed Track BCM programme metrics to show the volume of activities and effectiveness Support BCM and DR exercises and tests in the region Support the Head of Department and Team in overall strategy, change and programme management RequirementsKnowledge and Experience:  Understanding of the APAC financial regulatory landscape including risk, compliance, governance, controls and continuity Some knowledge of operational trade flows Good general knowledge of Business Continuity, Crisis Management and IT Continuity Minimum of 5 years related experience, preferably in the financial sector ",,,Manager,"Permanent, Full Time",Others,19 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$10,000-$15,000"
31,Business Analyst,Company Undisclosed,"Roles & Responsibilities Determine required regulatory reporting solutions and assist in implementing them. Conduct requirements-gathering activities, like evaluating regulatory reporting process, perform data analysis and conducting end user interviews. Assist in quality control and project management. Identify people and systems impacted by functional and non-functional requirements. Requirements At least 8 years of Business Analyze experience in Finance Industry  Broad knowledge of front-to-back banking processes and specific knowledge of local accounting & reporting requirement Knowledge of how to develop robust reporting solutions An understanding of the software development lifecycle Strong analytical, problem solving and synthesizing skills Excellent written and verbal communication skills that you can tailor to a broad range of audience seniorities with confidence Professional qualification or experience in accounting Knowledge of Axiom tool or experience in regulatory reporting IT change work ",,,Professional,Full Time,Information Technology,7 applications,Posted 14 Jan 2019,Closing on 13 Feb 2019,Monthly,"$4,000-$8,000"
32,Data Analyst,ABAKUS (ASIA PACIFIC) PTE. LTD.,"Roles & ResponsibilitiesTo reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers. Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone. Wecash is creating a platform for financial products for the financially underserved utilizing artificial intelligence, big data and mobile technology. At Wecash, we move quickly, get stuff done, and are constantly iterating. Our innovative data science team of Wecash is looking for team mates who is keen on data analytics to join them in evaluating personal credit and detect financial fraud behaviours. You enjoy working on large data sets in a team with R&D culture. You are a self-starter and motivated to work within a team solving real-world problems and delivering the results. Responsibilities  Find model issues and propose method to improvement of model from evidence Interpret data, analyze results using statistical techniques and provide ongoing reports Develop case study and conduct experiments to identify, analyze, and interpret trends or patterns in complex data sets Process & visualize data and build features of the model Develop model to detect data outlier Identify and incorporate new data source that can benefit our business.   Requirements Demonstrated project experience in data science. Some knowledge of common data analytical models. Ability to interpret data and demonstrates the result to the team with critical thinking. Good programming skills in Python and database query. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Adept at queries, report writing and presenting findings Undergraduate or Master’s in Computer Science, Engineering, Statistics, Mathematics or Quantitative Finance. Willing to learn, innovative, good communication skills and team player  Bonus skills  Ability to communicate in Mandarin or Bahasa Indonesia or other Asian language to communicate with counterparts in China, Indonesia and other APAC offices. Relevant working experience in the financial industry. ","To reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers.
Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone.
Wecash’s goal is to create financial inclusion for half of the world’s population who do not have access to financial services. We do this by leveraging the power of artificial intelligence, big data, and mobile technology to connect financial institutions and our customers. Founded in 2013, Wecash is a global fintech company with presence in China, North and South America, Indonesia, Vietnam and India.
To date, Wecash has built a 1200-strong team globally, collaborated with more than 50 financial institutions, and accumulated over 150 million users across China, Brazil, Indonesia and upcoming new markets. Wecash has raised more than US$267 million in equity financing over four rounds, and counts top-tier investors such as IDG, SIG, China Merchants Group, Forebright Capital and Orix as its shareholders.",,"Executive, Junior Executive",Permanent,Information Technology,19 applications,Posted 13 Jan 2019,Closing on 12 Feb 2019,Monthly,"$4,000-$5,500"
33,Data Scientist,ABAKUS (ASIA PACIFIC) PTE. LTD.,"Roles & ResponsibilitiesTo reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers. Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone. Wecash is looking for a stellar technologist to drive our expansion in Southeast Asia. If you can understand complex technology, navigate the fintech industry and thrive under ambiguous objectives, join us as our Data Scientist for Southeast Asia, and help us grow. The Job:  Adept in the art of cleansing, manipulation, feature extraction and analysis on large data sets Seek out external data sources for relevant context and combine external data with existing data to improve our credit and risk models Stay on top of latest developments in big data, data mining, natural language processing, machine learning and artificial intelligence techniques and technologies, while interpreting their impact and usefulness to the financial industry Design and implement machine learning-based credit and risk models and systems that can scale to serve and benefit tens of millions of customers Design elegant data visualizations to present complex analysis and insights to both internal (management) and external (customers) audiences Develop subsystems that facilitate performance tracking, analysis and ongoing optimization of implemented credit and risk models Requirements A proactive and diligent technologist willing to get your hands dirty with the details while possessing an innate sensitivity to data and an appreciation of proper documentation Demonstrate understanding and expertise in commonly used machine learning algorithms, feature selection techniques and data modeling processes Familiar with commonly used data mining algorithms (i.e. classification, clustering, regression, association rules, neural networks, etc.) and its principles, and is able to discuss past project experiences at length Accomplished in R, Python, SQL and other comparable programming languages Adept at choosing between Hadoop, Storm, Spark and other comparable big data technologies depending on the context, and is able to discuss past project experiences in large-scale data and log processing Master’s degree or higher, with at least a bachelor’s in Statistics, Applied Mathematics, Computer Science or other related disciplines Speak, read and write English perfectly and skillfully Ready, willing and eager for the occasional travel between Singapore, China and Indonesia ","To reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers.
Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone.
Wecash’s goal is to create financial inclusion for half of the world’s population who do not have access to financial services. We do this by leveraging the power of artificial intelligence, big data, and mobile technology to connect financial institutions and our customers. Founded in 2013, Wecash is a global fintech company with presence in China, North and South America, Indonesia, Vietnam and India.
To date, Wecash has built a 1200-strong team globally, collaborated with more than 50 financial institutions, and accumulated over 150 million users across China, Brazil, Indonesia and upcoming new markets. Wecash has raised more than US$267 million in equity financing over four rounds, and counts top-tier investors such as IDG, SIG, China Merchants Group, Forebright Capital and Orix as its shareholders.",,"Manager, Professional, Senior Executive",Permanent,"Banking and Finance, Information Technology",12 applications,Posted 13 Jan 2019,Closing on 12 Feb 2019,Monthly,"$7,000-$13,000"
34,Data Engineer,ABAKUS (ASIA PACIFIC) PTE. LTD.,"Roles & ResponsibilitiesTo reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers. Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone. Wecash is creating a platform for financial products for the financially underserved utilizing artificial intelligence, big data and mobile technology. At Wecash, we move really quickly, get stuff done, and are constantly iterating. We are looking for a data engineer to support our expansion in Southeast Asia who will collaborate with the Data Science team to streamline our data products for analytics, operation and research. The candidate should be proactive and willing to keep-up with cutting-edge technologies. Responsibilities:  Develop, deploy and maintain machine learning models Design simulation and testing frameworks for model validation Identify, collect and organize new data sources Research on new technologies for efficient data management   Requirements Degree in Computer Science/Mathematics/Statistics/Physics, or related fields Proficiency in Python, SQL and Linux shell with minimum 1 year of hands-on experience Experience in statistical modelling Knowledge in Web Frameworks and RESTful APIs Knowledge in Version Control and Continuous Integration tools Willing to learn, innovative, good communication skills and team player  Bonus Skills  Working experience in NoSQL Working experience in Machine learning Ability to communicate in Mandarin or Bahasa Indonesia or other Asian language to communicate with counterparts in China, Indonesia and other APAC offices. ","To reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers.
Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone.
Wecash’s goal is to create financial inclusion for half of the world’s population who do not have access to financial services. We do this by leveraging the power of artificial intelligence, big data, and mobile technology to connect financial institutions and our customers. Founded in 2013, Wecash is a global fintech company with presence in China, North and South America, Indonesia, Vietnam and India.
To date, Wecash has built a 1200-strong team globally, collaborated with more than 50 financial institutions, and accumulated over 150 million users across China, Brazil, Indonesia and upcoming new markets. Wecash has raised more than US$267 million in equity financing over four rounds, and counts top-tier investors such as IDG, SIG, China Merchants Group, Forebright Capital and Orix as its shareholders.",,Executive,Permanent,Information Technology,1 application,Posted 13 Jan 2019,Closing on 12 Feb 2019,Monthly,"$5,500-$7,000"
