,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
85,"Programs and Events Marketing Manager, Google Cloud - Singapore",GOOGLE ASIA PACIFIC PTE. LTD.,"Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Google Cloud Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. The role: Programs and Events Marketing Manager, Google Cloud - Singapore The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all sizes use technology to connect with customers, employees and partners. Additional Role Description: As a Programs and Events Marketing Manager, you will be charged with shaping the future of Google Cloud and part of an entrepreneurial team in a rapidly growing business. You will be driving Google Cloud awareness, new business acquisition, customer development and user community programs. You are passionate and committed, and bring experience from working in a software or other technology cloud B2B organization.   You will help develop strategy for our outreach programs, managing our events, building a large and engaged customer base and working with a direct sales team on scalable business and startup marketing programs and campaigns, across multiple segments and channels. Responsibilities: - Strategize, implement and optimize new customer acquisition campaigns and programs aligned to horizontal and vertical solutions, including events, outbound campaigns, external trade shows and customer stories. - Design campaigns to drive customer retention and product engagement including customer conferences, seminars, education, and engagement tactics. - Develop awareness and visibility for Google Cloud in key local cities and markets amongst enterprises and startups in the region. - Develop marketing strategy and programs, working closely with regional Marketing and local Sales teams. - Work closely with Sales teams and Demand Management teams to drive opportunity and business growth.RequirementsMinimum qualifications: - Bachelor's degree in Marketing, related field or equivalent practical experience. - 8 years of experience in B2B or field marketing. - Experience in the Cloud IT market and the developer audience. - Experience with enterprise software purchase cycles, cloud based subscription markets, and IT Partners. Preferred qualifications: - MBA degree. - Experience in CRM systems (e.g., SalesForce), Marketing Automation tools (e.g., Marketo), and tracking tools to assess campaign effectiveness. - Experience in planning and executing multiple, complex marketing programs. - Understanding of enterprise software purchase, development and implementation cycles. - Ability to communicate with technical groups and express complex concepts in a non-technical language.",GOOGLE ASIA PACIFIC PTE. LTD.,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",Executive,Full Time,Marketing / Public Relations ,21 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$7,300-$14,600"
86,"Engineering Assistant (Tuas West, up to $2600)",HTZ RESOURCES,"Roles & ResponsibilitiesInterested candidates, please email your resume to hendrich@HTZResources.com   Your Role We are looking for an accountable Engineer Assistant to be responsible for all engineering and technical disciplines that projects involve. You will be responsible in compiling and updating daily production related data, as well as coordinate and assist the production planner on the production shcedule and updating equipment logbook.   What Will You Do  Work closely with technician and assistant engineering on matters of recording, product filter log book, and equipment log book Manage the chemuical inventory record, production checklist, and share the knowledge with related workers Assist in manufacturing supervisor/manager in various technical and administrative tasks Maintenance of all production documentation Plan and monitor production schedules with close collaborattion with CPT and Materials Department Assist superviors with kit preparation, SOPs, workflow as per GMP Liason between production control and manufacturing, ensuring that all raw materials are stocked in appropiate quantities, availing workers and technicians with required machinaries and equipments Handle day to day administrative task in the division Other ad-hoc duties as assigned RequirementsWhat Do We Want  Minimum ITE (Engineering)/ O-levels/ above Minimum of 2 years working experience in maintaining record Team player and team leader Proficient in Microsoft Office (Excel and Words) ","HTZ Resources (EA No.14C7241) is an executive search and human resources management firm, which provides quality staffing in different industries. We highly regard our objective in adding value to our customer’s business with effective and efficient staffing solutions.","ORCHARD TOWERS, 400 ORCHARD ROAD 238875",Non-executive,Full Time,Engineering,2 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$1,700-$2,600"
87,Accounts Executive,METRO GLOBAL PTE. LTD.,"Roles & Responsibilities·         Biling to external and internal parties ·         Creditors and Debtors reconciliations ·         Ensure monthly statement of accounts and reminder letter are sent to customers on a timely basis ·         Match invoices to purchase orders and delivery orders and enter into accounting system ·         Data entry of journal entries into accounting system ·         Handle staff claims ·         Perform monthly bank reconciliations ·         Manage and ensure accurate, complete and timely disbursements ·         Any other accounting ad-hoc duties assigned  Requirements·         minimum Diploma in Accountancy or Finance ·         Relevant working experience will be an added advantage ·         Good time management ·         Good team player ·         Hands-on, able work under pressure and tight deadline ·         Independent, self-starter and thrive in a fast pace environment ·         High proficiency in Excel  ",METRO GLOBAL PTE. LTD.,"ROYAL GROUP BUILDING, 3 PHILLIP STREET 048693",Executive,Full Time,Accounting / Auditing / Taxation,58 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$3,000-$4,000"
88,"Technician, Lab",EDWARDS LIFESCIENCES (SINGAPORE) PTE. LTD.,"Roles & ResponsibilitiesJob Functions: •Perform routine testing services using established procedures/protocols (e.g. sterility, bioburden, aseptic filtration, environmental collection and testing, receive, inspect, in process solutions, etc) •Collect environmental lab samples from multiple cleanrooms •Perform data entry of routine testing •Review, follow and perform job functions in compliance with established work instructions and adherence with SOPs, including recording traceable information on device history records •Assist in testing validation/revalidation activities for critical systems and equipment under close supervision •Update operating procedures and ensure that specifications are in compliance with GMP, Environment and Safety regulationsRequirementsRequired Education/Skills/Experience: •Diploma in any related science field •2 years of experience working in a laboratory environment preferred •Adhere to all EHS rules, regulations and risk assessments and take adequate control measures in preventing injuries to themselves and others as well as prevention of pollution to the environment. •Good written and verbal communication, interpersonal, and relationship building skills •Good computer skills, including usage of MS Office Must be able to perform 2nd shift (3:30pm - 12am) or work normal office hours","Edwards Lifesciences is the global leader in the science of heart valves and hemodynamic monitoring. Driven by a passion to help patients, the company partners with clinicians to develop innovative technologies in the areas of structural heart disease and critical care monitoring that enable them to save and enhance lives.
We partner with physicians to produce innovative medical technology solutions designed to help patients live longer, healthier and more productive lives. Our technologies address large and growing patient populations in which there are significant unmet clinical needs, such as structural heart disease and advanced monitoring of the acutely ill. Each of our product areas has a rich history and unique patient focus.
Our corporate headquarters are located in Irvine, California, and we supply products and technologies to clinicians in nearly 100 countries around the world. We manufacture our products in Irvine, Draper, Utah, and several global locations, including Dominican Republic, Puerto Rico, Singapore and Switzerland.
The following websites give you more information about our company:
1) www.DiscoverEdwardsSG.com   
2) Prime Minister, Mr Lee Hsien Loong's Facebook
https://www.facebook.com/permalink.php?story_fbid=663402140389162&id=125845680811480&comment_id=5755025",,Junior Executive,Permanent,Sciences / Laboratory / R&D,20 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,,Salary undisclosed
89,SAP BUSINESS CONSULTANT FICO,INNOVARE MANAGEMENT SINGAPORE PTE. LTD.,"Roles & Responsibilities Responsible for technical support on business processes, testing and validation. Facilitating the development, support and implementation of solutions in the area of one or more application areas by way of consulting and realization. Improve and support the business processes in DSP by making use of the DSP (standard) IT applications and standard practises Enforce and safeguard the use of standard business processes across DSP organisation Provide solutions to the BPE’s for their functional requirements. Safeguard that the implemented solutions are properly developed, well documented and tested, in line with the relevant DSP policies. Maintain validated state of the system in conjunction with other colleagues, especially the Validation Manager. Execute information analysis to improve processes or to propose solutions for current problems:  • Responsible and assist in Functional Design Specifications documents. • Responsible and assist in Business Design Specifications documents.   • Assist with the creation of Technical Design Specifications documents. • Responsible and assist in creating To Be Documents. • Conduct and assist in configuration using Blueprint. • Understand integration of related modules • Assist in Producing Business Process Procedures (BPP's). • Provide solution vis a vis SAP industry best practice.  Initiate process improvement projects by analysing and identifying bottlenecks in the use of IT applications.  • Responsible for troubleshooting the issues in the system and providing support • Assist Business Process experts in raising Change Requests (CRs) and writing functional specifications with them. • Assist key/core users and prepare test data for testing CRs (Change Requests) • Assist key/core users in testing CRs (Change Requests) and preparing test results • Assist key/core users in carrying out regression testing • Interact with other functional leaders to check and monitor the progress. • Assist key/core users in performing Unit and Integration testing. • Create and Execute Cutover tasks.  Implement process improvements in the DSP organisation primarily based on (standard) IT applications/tools. Improvements can be also based on new procedures. Seek alignment with Business Process Experts. Issue, judge and implement change requests for current IT applications. Plan and coordinate tests of new releases of IT applications to secure uninterrupted operations of the systems. Propose new IT standards for problems or improvements in the own business group. Heads or participates in improvement project(s). Secure maintenance of up-to-date training material, process documentation, process descriptions and procedures of IT applications via EDMS. Secure IT security aspects of SAP Solution provider. Issue improvements of the DSP Standards IT applications to the relevant  departments Secure maintenance and support of the relevant IT applications in line with cGMP. Comply with cGMP as meant by ICH Q7 and where appropriate GAMP as defined in DSP policies and ISOPs. Ensure embedding of validation in the total DSP IT approach, thinking and acting. Comply to the company SHE&Q and Security Regulations; signal unsafe situations, (near) incidents, environmental, quality and security risks; stop proceedings when serious violations of the regulations occur and report these. Address others to comply with the regulations to prevent unsafe behaviour.   Requirements SAP Consultant in several modules on expert/basic level Knowledge of the various DSP business concepts and processes Knowledge of the various SAP business concepts and processes In-depth application knowledge regarding the assigned IT applications Knowledge of various DSP (standard) IT applications Knowledge of the Microsoft office Project management DSP requirements and Policies ",INNOVARE MANAGEMENT SINGAPORE PTE. LTD.,"CT HUB 2, 114 LAVENDER STREET 338729",Professional,Contract,Information Technology,9 applications,Posted 17 Jan 2019,Closing on 15 Feb 2019,Monthly,"$8,000-$9,000"
90,QA Engineer,CREADITS PTE. LTD.,"Roles & ResponsibilitiesAbout The Company Creadit’s has reinvented digital advertising. The world's largest advertisers are already on our platform:  World's largest ride-hailing apps World's largest e-commerce marketplaces World's largest gaming companies World's leading apparel companies  A single global marketplace for advertising talent, using a unified currency - Creadits. Creadits are used globally to acquire anything required to start advertising - graphic design, video shoots, writing, campaign management, training, even data. The Creadits platform will provide a global view of talents and opportunities to get involved in projects. A global talent pool can set values for Creadits, trading transparently. Global talent will no longer be trapped by borders or exchange rates. Creadits unlocks and unifies advertising, across any platform, and any geography. More than facilitating transactions, the Creadits platform can make creative and strategic recommendations, improving and predicting campaign outcomes. We're looking for a QA Engineer with a passion for social media to help drive high-quality releases. You will be part of a high-performance team and will have the opportunity to excel and grow your career by delivering great quality product at a fast pace. You will collaborate with the Engineering team and Product team to drive testability and ensure the quality of the releases.   Role & Responsibilities  Responsible for executing end to end testing on software products and web-based applications. Responsible for the creation, maintenance and execution of test automation framework/script. Develop test strategies; create test plans and test cases for regression, functional and performance testing of products. Work directly with software development engineers during the software development process. Apply the principles of the software development life cycle throughout the entire QA. Supporting developers in root cause analysis. Participate in product meetings throughout the development and QA process to help guide the delivery of a quality product. Report defects via the defect tracking system. Analyse, research, and track software defects through their resolution and keep defect repository up-to-date. Analyse test results and prepare test summary reports. Continuously improve software Test with new software technologies and methodologies. RequirementsMinimum Qualifications  Bachelor Degree in Computer Science, or related fields. At least 3 years testing experience in web-based applications and backend distributed system. Possess a good understanding of software development life cycle and SQA processes and methodologies in a software development environment. Knowledge and adherence to the Agile work principles. Has experience building automation framework Hands-on Experience in test automation tools for End to End testing, such as Selenium/Webdriver etc. Experience in Relational database – MS SQL Strong Analytical skills combined with a detailed oriented mindset. Excellent communication skills, collaboration, follow-up and self-motivation.    Preferred Qualifications  Familiar with scripting languages such as Python. Good to have programming skills in at least one language Java, C++, Python, Javascript etc. ","A single global marketplace for advertising talent, using a unified currency - Creadits.
Creadits are used globally to acquire anything required to start advertising - graphic design, video shoots, writing, campaign management, training, even data. T
he Creadits platform will provide a global view of talents and opportunities to get involved in projects. A global talent pool can set values for creadits, trading transparently.
Global talent will no longer be trapped by borders or exchange rates. Creadits unlocks and unifies advertising, across any platform, and any geography.
More than facilitating transactions, the Creadits platform can make creative and strategic recommendations, improving and predicting campaign outcomes.","CAPITAL TOWER, 168 ROBINSON ROAD 068912",Professional,Full Time,Information Technology,2 applications,Posted 17 Jan 2019,Closing on 15 Feb 2019,Monthly,"$4,000-$6,000"
91,Junior Operations Executive,FIRST RESOURCES TRADING PTE. LTD.,"Roles & ResponsibilitiesPreparation and verification of contracts/invoices Monitoring of accounts receivables Shipment coordination with traders/customers/brokers/vendors/surveyors Maintaining and updating data records Ad-hoc duties/tasks  RequirementsDiploma in Logistics/Supply-Chain/Shipping/Business Admin preferred Familiar with Microsoft Excel/Word Working experience not necessary, though candidates possessing similar work experience will be preferred Singapore Citizens or Permanent Residents        ",No information added.,"SUNTEC TOWER THREE, 8 TEMASEK BOULEVARD 038988",Junior Executive,Contract,Purchasing / Merchandising,4 applications,Posted 17 Jan 2019,Closing on 07 Feb 2019,Monthly,"$2,200-$2,300"
92,Administrative Accounts Assistant,BUSADS PTE LTD,"Roles & ResponsibilitiesPerform Basic Accounting Duties Performing some of the basic accounting duties. This may include preparing deposits, processing payments, creating financial reports, assisting with the budget planning, preparing and submitting tax forms and maintaining financial databases and spreadsheets.  Provide Administrative Assistance Accounting Administrative Assistants also assist in administrative or clerical duties. They may answer phones, file paperwork, perform data entry, scan documents, receive and sort mail, and any other ad-hoc duties as requiredRequirementsProficient in computer software programs, such as Microsoft Office applications Experience with office equipment such as fax machines, copiers, and scanners Basic mathematical skills Basic knowledge of accounting",BUSADS PTE LTD,"SHUN LI INDUSTRIAL PARK, 125 KAKI BUKIT AVENUE 1 415997",Fresh/entry level,"Permanent, Full Time",Admin / Secretarial,18 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$1,500-$2,200"
93,Process Engineer,NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE. LTD.,"Roles & ResponsibilitiesJob Purpose   The  Process Engineer is responsible for process engineering activities. The incumbent will maintain the interfaces with all support functions (i.e. Automation and Information Technology, Innovation Quality Productivity, Heath Safety and Environment) and the Process Unit (PU) to ensure availability of equipment, continuous improvement of the process and successful Technical Transfers.   Key Responsibilities    Act as process engineering representative in technology and product transfers Support ongoing Plant Engineering and manufacturing as necessary Participate and carry out root cause investigation Evaluate processes and facilities for bottlenecks and recommend solutions Support lean manufacturing initiatives and process improvements Manage process related capital projects Provide appropriate and timely input to projects from concept through validation Lead and/or execute Factory Acceptance Test (FAT), Commissioning and Site Acceptance Test (SAT) jointly with PU and Project team Generate project documentation such as, concept studies, Process Step Analysis, Utility Requirements, equipment layouts, equipment specifications and data sheets, commissioning documents, Process and Critical Change Requests Lead in the execution of cleaning validation and routine requalification   Requirements Masters or Degree in Chemical, Biochemical Engineering or Engineering related discipline Minimum 3 years of experience in biopharmaceutical and cGMP related industries Extensive technical knowledge in biotechnology and production Ability to work with internal and external team members and vendors from different functions Ability to work under pressure, assert oneself, fast decision making skills and high flexibility ","NOVARTIS GROUP OF COMPANIES
Novartis provides innovative healthcare solutions that address the evolving needs of patients and societies. Headquartered in Basel, Switzerland, Novartis offers a diversified portfolio to best meet these needs: innovative medicines, eye care, cost-saving generic pharmaceuticals, preventive vaccines, over-the-counter and animal health products. Novartis is the only global company with leading positions in these areas. In 2013, the Group achieved net sales of USD 57.9 billion, while R&D throughout the Group amounted to approximately USD 9.9 billion (USD 9.6 billion excluding impairment and amortization charges). Novartis Group companies employ approximately 136,000 full-time-equivalent associates and operate in more than 140 countries around the world.
.A state-of-the-art solid dosage pharmaceutical manufacturing facility in Singapore is one of Novartis’ largest investments in a manufacturing plant in Asia. Novartis also announced plans in 2012 to construct a state-of-the-art biotechnology production site in Singapore which is currently under construction. The new facility will focus on manufacturing based on cell-culture technology, and will complement rapid expansion in China and India.
Alcon, the eye care division of Novartis, opened a new site in Singapore for production of ophthalmic solutions and suspensions which complements the existing contact lenses and lens care product facility in Singapore with the integration of Ciba Vision.
Novartis in Singapore with more than 1,300 associates working across the city-state has been playing a key role since 1996 with the merger of Ciba-Geigy and Sandoz. Novartis remains committed to further strengthen its footprint in the healthcare industry in the Asia-Pacific region, especially in Singapore.
For more information about Novartis and her Group of Companies, visit us at www.novartis.com
 ",10 TUAS BAY LANE 637461,Executive,Full Time,Manufacturing,35 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$4,800-$7,200"
94,Senior Process Engineer,NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE. LTD.,"Roles & ResponsibilitiesJob Purpose      The Senior Process Engineer is responsible for process engineering activities. The incumbent will maintain the interfaces with all support functions (i.e. Automation and Information Technology, Innovation Quality Productivity, Heath Safety and Environment) and the Process Unit (PU) to ensure availability of equipment, continuous improvement of the process and successful Technical Transfers.       Key Responsibilities      Act as process engineering representative in technology and product transfers Support ongoing Plant Engineering and manufacturing as necessary Participate and carry out root cause investigation Evaluate processes and facilities for bottlenecks and recommend solutions Support lean manufacturing initiatives and process improvements Manage process related capital projects Provide appropriate and timely input to projects from concept through validation Lead and/or execute Factory Acceptance Test (FAT), Commissioning and Site Acceptance Test (SAT) jointly with PU and Project team Generate project documentation such as, concept studies, Process Step Analysis, Utility Requirements, equipment layouts, equipment specifications and data sheets, commissioning documents, Process and Critical Change Requests Lead in the execution of cleaning validation and routine requalification   Requirements Masters or Degree in Chemical, Biochemical Engineering or Engineering related discipline Minimum 8 years of experience in biopharmaceutical and cGMP related industries Extensive technical knowledge in biotechnology and production Ability to work with internal and external team members and vendors from different functions Ability to work under pressure, assert oneself, fast decision making skills and high flexibility ","NOVARTIS GROUP OF COMPANIES
Novartis provides innovative healthcare solutions that address the evolving needs of patients and societies. Headquartered in Basel, Switzerland, Novartis offers a diversified portfolio to best meet these needs: innovative medicines, eye care, cost-saving generic pharmaceuticals, preventive vaccines, over-the-counter and animal health products. Novartis is the only global company with leading positions in these areas. In 2013, the Group achieved net sales of USD 57.9 billion, while R&D throughout the Group amounted to approximately USD 9.9 billion (USD 9.6 billion excluding impairment and amortization charges). Novartis Group companies employ approximately 136,000 full-time-equivalent associates and operate in more than 140 countries around the world.
.A state-of-the-art solid dosage pharmaceutical manufacturing facility in Singapore is one of Novartis’ largest investments in a manufacturing plant in Asia. Novartis also announced plans in 2012 to construct a state-of-the-art biotechnology production site in Singapore which is currently under construction. The new facility will focus on manufacturing based on cell-culture technology, and will complement rapid expansion in China and India.
Alcon, the eye care division of Novartis, opened a new site in Singapore for production of ophthalmic solutions and suspensions which complements the existing contact lenses and lens care product facility in Singapore with the integration of Ciba Vision.
Novartis in Singapore with more than 1,300 associates working across the city-state has been playing a key role since 1996 with the merger of Ciba-Geigy and Sandoz. Novartis remains committed to further strengthen its footprint in the healthcare industry in the Asia-Pacific region, especially in Singapore.
For more information about Novartis and her Group of Companies, visit us at www.novartis.com
 ",10 TUAS BAY LANE 637461,Executive,Full Time,Manufacturing,11 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$7,000-$10,500"
95,"Chemist, In-Process Control",NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE. LTD.,"Roles & ResponsibilitiesJob Purpose      Support all activities establishing and maintaining in-process control testing lab Quality Control in full cGMP-compliance ensure all testing and methods for production support are documented in accordance with written testing SOP’s and local/international regulations.       Key Responsibilities  Support lab equipment installation and qualify/validate lab equipment for QC laboratory for operations according to cGMP standards Responsible in providing technical support to run and validate necessary test methods on lab equipment and later perform product testing including maintenance of product reference and assay control programs Ensure that priorities for testing and review are set and followed in a timely manner and involve in laboratory investigations and root cause finding Optimizes test procedures to improve efficiency whenever possible Participate to health authorities inspections and internal audits in his or her area Monitoring and optimization of work flows and methods/procedures, in-process control, method controls and references and perform trending of on-going in process control data Requirements Masters or Degree in Pharmacy, Biotechnology, or Chemistry Minimum 2 years’ experience in GMP-regulated industries in Quality Control Able to work cross-functionally with good interpersonal skills ","NOVARTIS GROUP OF COMPANIES
Novartis provides innovative healthcare solutions that address the evolving needs of patients and societies. Headquartered in Basel, Switzerland, Novartis offers a diversified portfolio to best meet these needs: innovative medicines, eye care, cost-saving generic pharmaceuticals, preventive vaccines, over-the-counter and animal health products. Novartis is the only global company with leading positions in these areas. In 2013, the Group achieved net sales of USD 57.9 billion, while R&D throughout the Group amounted to approximately USD 9.9 billion (USD 9.6 billion excluding impairment and amortization charges). Novartis Group companies employ approximately 136,000 full-time-equivalent associates and operate in more than 140 countries around the world.
.A state-of-the-art solid dosage pharmaceutical manufacturing facility in Singapore is one of Novartis’ largest investments in a manufacturing plant in Asia. Novartis also announced plans in 2012 to construct a state-of-the-art biotechnology production site in Singapore which is currently under construction. The new facility will focus on manufacturing based on cell-culture technology, and will complement rapid expansion in China and India.
Alcon, the eye care division of Novartis, opened a new site in Singapore for production of ophthalmic solutions and suspensions which complements the existing contact lenses and lens care product facility in Singapore with the integration of Ciba Vision.
Novartis in Singapore with more than 1,300 associates working across the city-state has been playing a key role since 1996 with the merger of Ciba-Geigy and Sandoz. Novartis remains committed to further strengthen its footprint in the healthcare industry in the Asia-Pacific region, especially in Singapore.
For more information about Novartis and her Group of Companies, visit us at www.novartis.com
 ",10 TUAS BAY LANE 637461,"Executive, Non-executive",Full Time,Manufacturing,64 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$3,500-$5,250"
96,"Senior QC Chemist, In-Process Control",NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE. LTD.,"Roles & ResponsibilitiesJob Purpose Support all activities establishing and maintaining in-process control laboratory in BioProduction Operations, Quality Control. All testing and methods training of in-process control samples for production support are documented in accordance with written testing SOP’s and in accordance with local/international regulations. Key Responsibilities   Establish and maintain QC in-process laboratory in full cGMP-compliance.   Support laboratory equipment installation and qualify/validate laboratory equipment for intended use in QC laboratory.   Preparation of equipment validation protocols and reports.   Responsible/Provide technical support to run and validate necessary test methods on laboratory equipment and later perform product testing under cGMP.   Maintain product reference and assay control programs.   Support in developing method validation protocols and reports.   Develop/Train QC associates on new methods and instrumentation.   Responsible to ensure laboratory is operating, following Novartis cGMP standards.   Ensure priorities for testing and review are set and followed.   Participate and check workload scheduling and prioritization, to ensure testing is performed and documents are reviewed in a timely manner.   Monitor and optimize work flows and methods/procedures, in-process control, method controls and references and perform trending of on-going in process control data to pursue an on-going quality assurance program.   Lead Laboratory Investigations and facilitate root cause finding.   Review/Approve QC documents to ensure completeness, accuracy, consistency and clarity and materials or final products have been manufactured, tested or inspected according to specification and cGMP.   Optimize test procedures to improve efficiency, whenever possible.   Prepare and participate to health authorities’ inspections and internal audits in his/her area.    Requirements  Master or Degree in Pharmacy, Biotechnology or Chemist   Minimum 6 years of related experience in GMP-regulated industries in Quality Control   Must have a working knowledge of FDA and ex-USA regulatory requirements as well as industry quality management tools, standard and quality systems   Must have an understanding of pharmaceutical industry trends and practices   Broad cGMP experience is required with knowledge and understanding of manufacturing, quality control and validation requirements and activities   Willing to work weekend shifts  ","NOVARTIS GROUP OF COMPANIES
Novartis provides innovative healthcare solutions that address the evolving needs of patients and societies. Headquartered in Basel, Switzerland, Novartis offers a diversified portfolio to best meet these needs: innovative medicines, eye care, cost-saving generic pharmaceuticals, preventive vaccines, over-the-counter and animal health products. Novartis is the only global company with leading positions in these areas. In 2013, the Group achieved net sales of USD 57.9 billion, while R&D throughout the Group amounted to approximately USD 9.9 billion (USD 9.6 billion excluding impairment and amortization charges). Novartis Group companies employ approximately 136,000 full-time-equivalent associates and operate in more than 140 countries around the world.
.A state-of-the-art solid dosage pharmaceutical manufacturing facility in Singapore is one of Novartis’ largest investments in a manufacturing plant in Asia. Novartis also announced plans in 2012 to construct a state-of-the-art biotechnology production site in Singapore which is currently under construction. The new facility will focus on manufacturing based on cell-culture technology, and will complement rapid expansion in China and India.
Alcon, the eye care division of Novartis, opened a new site in Singapore for production of ophthalmic solutions and suspensions which complements the existing contact lenses and lens care product facility in Singapore with the integration of Ciba Vision.
Novartis in Singapore with more than 1,300 associates working across the city-state has been playing a key role since 1996 with the merger of Ciba-Geigy and Sandoz. Novartis remains committed to further strengthen its footprint in the healthcare industry in the Asia-Pacific region, especially in Singapore.
For more information about Novartis and her Group of Companies, visit us at www.novartis.com
 ",10 TUAS BAY LANE 637461,Senior Executive,"Permanent, Full Time",Manufacturing,7 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$5,400-$8,100"
97,Physiotherapist,THYE HUA KWAN NURSING HOME LIMITED,"Roles & Responsibilities Assess and identify individual needs of residents and formulate/develop and implement appropriate individualized physiotherapy programmes. These would aim to facilitate, restore, and improve/maintain movement and functional abilities. Work with residents on an individual basis or groups based on their levels of function and severity of disability. Liaise with various disciplines involved in the rehabilitative treatment process. Evaluate and document residents’ physiotherapy needs and progress at regular intervals, monitor training programmes and review their effectiveness. Trains and supervise TA/caregivers/volunteers in the maintenance of therapy programmes. Conduct in house training programmes for relevant staffs/caregivers/volunteers in the Nursing home. Maintain efficient records of residents and document. Works with the multi-disciplinary team in integrating the residents into the community, attend relevant meetings and give necessary input. Responsible for the ethical, safe, and competent recommendation and provision of therapy equipment, splints, and braces. Ensure accurate recording of appropriate departmental data as required by Management. Participate in resident and family education and meetings, including team conferences, home evaluations and discharge planning. Track daily physiotherapy referrals and evaluated in a timely manner. Any other relevant work as assigned by supervisor   Requirements~ Requirements :  Degree/Diploma in Physiotherapy Min 3 - 5 years of relevant experience Registered with AHPC Independent and able to perform under pressure Location : Hougang   Interested candidates, please indicate your current/last drawn salary and expected salary in your CV. We regret that only shortlisted candidates will be notified.","THYE HUA KWAN NURSING HOME LIMITED
HEALTHCARE/ LIFE SCIENCES/ BIOMEDICAL/ PHARMACEUTICAL/ MEDICAL SERVICES
Thye Hua Kwan Nursing Home @ Hougang will serve 285 residents, including 114 residents with dementia.  We believe in providing the best quality of life for aging Singaporeans and will strive to facilitate aging in the community. To do that, the Nursing Home will consider all psychosocial, physical, medical and emotional aspects of our clients and create a tranquil, person-centred and safe environment for them.
With our mission ""To serve Mankind"", Thye Hua Kwan endeavors to help anyone who needs help with full respect to their race, creed, language, culture and religion, to assist them in every way possible.","HIGH STREET CENTRE, 1 NORTH BRIDGE ROAD 179094",Professional,Permanent,Healthcare / Pharmaceutical,1 application,Posted 17 Jan 2019,Closing on 16 Feb 2019,,Salary undisclosed
