,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
60,Microbiologist (QA),SETSCO SERVICES PTE LTD,"Roles & Responsibilities Draft, manage, implement, review and provide training on quality assurance policies, procedures and systems Support and document internal and external audits, as well as other quality assurance activities Document, develop, recommend and monitor corrective and preventive action processes Communicate with customers, suppliers, certification bodies and government agencies on quality and compliance issues Monitor customer satisfaction, handle and investigate customer complaints and non-conforming activities Devise validation and verification procedures for tests Analyse quality data and prepare reports to communicate the outcome of quality activities Plan and coordinate calibration/maintenance of equipment Coordinate and perform quality control of materials and standards Plan and coordinate internal and external proficiency tests Manage approved vendor/ subcontractor listing Other ad-hoc duties as assigned by supervisor Requirements Candidate must possess at least a Bachelor's Degree in Biology or any related field At least 3 year(s) of working experience in the related field is required for this position. Familiar with laboratory quality systems (SAC-Singlas and ISO 17025) Knowledgeable in Microsoft office Applications (MS Word, Excel & Powerpoint) Meticulous and eye for details Good interpersonal and communication skills ","SETSCO SERVICES PTE LTD
With 30 years of extensive experience, Setsco Services Pte Ltd is one of Singapore’s largest test and inspection companies accredited by the Singapore Accreditation Council – Singapore Laboratory Accreditation Scheme (SAC-Singlas) to ISO/IEC 17025, ISO/IEC 17020 and ISO/IEC Guide 65.
Setsco is a leading organization offering a comprehensive range of testing, calibration, inspection, certification, consultancy and training services to key markets such as Oil & Gas, Aerospace, Marine, Food, Electronics, Environmental, Construction, and Building & Facilities.",,Executive,Full Time,Sciences / Laboratory / R&D,8 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$2,600-$3,500"
61,"Manager, Investor Relations",VALIDUS CAPITAL PTE. LTD.,"Roles & ResponsibilitiesResponsibilities ·       Raise funds from accredited investors (HNWIs and institutions) ·       Actively manage and engage with existing investors to increase participation ·       Liaise with Sales and Credit teams to respond to any investors’ queries ·       Ensure that the different facility types on platform are funded by investors with the right risk appetite ·       Set up investor database and create basic reporting for investors as and when required, using data on Salesforce ·       Plan for future capital requirements according to business’ sales forecast ·       Assist with ad-hoc marketing activities targeted at raising funds from investorsRequirementsRequirements   ·       At least 4-7 years experience in private banking / wealth management/ investor relations ·       Demonstrated capability in financial and quantitative analysis ·       Strong communication and presentation skills (preferably English and Mandarin) ·       Preferably have personal network of accredited investors for investor pipeline","Validus is an online aggregator platform for SMEs to secure short term and medium term financing. Validus offers access to financing from individual and institutional Lenders. As an “I‐to‐B” lending marketplace, Validus is using technology to minimise the cost of financial intermediation, and passing the benefits to both investors, and borrowers. 
We have built Validus using established, sophisticated and swift platforms, to create a better financial experience. Better because it’s branchless. Better because it’s a transparent, two‐sided marketplace. And better because it’s not focused on institutions, but on people.","THE ARCADE, 11 COLLYER QUAY 049317",Manager,Full Time,Banking and Finance,5 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$5,000-$7,000"
62,Administrative Executive,Company Undisclosed,"Roles & Responsibilities Perform all general administrative task Perform data entry, filing, copying and etc. Prepare and assist day-to-day operations Liaise and corrrespondence with customers, suppliers and factory Ensure on-time deliveries Answer and direct phone calls Issue Purchase orders, invoices and delivery notes Prepare payment voucher & issue cheques Any ad-hoc duties assigned Requirements Proficient in MS Office      Paris Chan Ying Ying R1762859  Sam Recruit Pte Ltd  EA License No: 14C6960",,"TRADEHUB 21, 18 BOON LAY WAY 609966",Executive,Permanent,Admin / Secretarial,9 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$1,800-$2,400"
63,Temp Admin Assistant (Membership),Singapore Business Federation,Roles & Responsibilities Data Entry - updating of databse for annual update form Answering phone calls Ad-hoc duties as assigned Requirements Minimum 'O' Level Meticulous Committment Period: at least 6 months ,"Established on 1 April 2002, the Singapore Business Federation (SBF) is the apex business chamber representing the business community's interests in Singapore and abroad in trade, investment and industrial relations.
  With a membership of 22,500 companies, all Singapore registered companies with a share capital of S$0.5 million and above are members of SBF. The Federation also works closely with key local and foreign business chambers that contribute significantly to the Singapore economy.
  To help foster a conducive business environment, SBF acts as a bridge between the government and businesses in Singapore. Internationally, SBF represents the business community in bilateral, regional and multilateral settings for the purpose of trade expansion, investments and networking.
  Tapping on its vast international network of overseas business chambers, bilateral business councils and multilateral platforms, SBF helps Singapore businesses access new markets and opportunities. To date, the Federation has signed over 160 MOUs with business chambers in more than 60 countries. 
  In championing the interests of the Singapore business community, SBF's approach is three-fold:
Advocate key issues impacting the Singapore business community both locally and overseas
Strengthen the competitiveness and resilience of businesses through capability building initiatives
Facilitate networking efforts to assist businesses establish contacts and tap into opportunities in Singapore and abroad","SBF CENTER, ROBINSON ROAD 068914",Fresh/entry level,Temporary,Admin / Secretarial,22 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$1,360-$1,600"
64,Patient Care Consultant,CAREGIVER ASIA PTE. LTD.,"Roles & Responsibilities Responsible for the provision of personalised patient case management, including health coaching, providing motivational support In-charge for making scheduled outbound calls to enrolled patients and from time to time travel to visit patients and supporting them in their home and in clinics  Enrol new patients and ensure that all appropriate information is obtained as well as to log coaching advice, support and all interactions in the PatientCare Management System  Assist in ensuring that programs are delivered within the appropriate service levels and standardsincluding, but not limited to, case handling time, pre-defined protocols, and confidentiality of patient data  Proactively sharing information to the appointed program leader in order to enhance existing services to patients Assist with the coordination of regional performance reports, service templates and operations procedures as required Adhoc role assigned my the manager Requirements Nitec in Nursing or higher with minimum 2 years experience Must be SNB Licensed Must be able to evaluate a problem and take timely decisions Good coaching and listening skills Proficient in Microsoft Office Experience in healthcare support and customer service an added advantage Must be a team-player Singaporeans ONLY  INTERESTED APPLICANTS, click APPLY NOW! You may call (+65) 6258 6683 for more info. PLEASE NOTE ONLY SHORTLISTED CANDIDATES WILL BE NOTIFIED.   Irene Hoerler | Reg No.: R1764459 Caregiver Asia Pte Ltd | EA License No.: 14C7132","Caregiver Asia (CGA) is an Asian Care company headquartered in Singapore specializing in the business of care services. Through our online and offline proprietary care platforms, CGA aims to transform the way that care is delivered today by motivating, empowering and mobilizing people and communities to care about people around them. Through the CGA online portal, Careseekers can access on-time, trusted and transparent care solutions; whilst Caregivers can practice independently with full control of their schedules and terms of services. Caregiver Asia aims to have access to 1 million accredited and certified Caregivers in Asia Pacific by 2016, and currently has network companies and partners in Malaysia, Hong Kong / Macau, South Korea and Indonesia.
         ","THE ACTUARY, 745 LORONG 5 TOA PAYOH 319455",Executive,Permanent,Healthcare / Pharmaceutical,1 application,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$2,600-$3,000"
65,"Senior Project Manager, Cognitive Science and Automation Group",ROBERT WALTERS (SINGAPORE) PTE LTD,"Roles & ResponsibilitiesAs a global investment manager, we help institutions, intermediaries and individuals across the planet meet their goals, fulfil their ambitions, and prepare for the future. But as the world changes, so do our clients’ needs. That’s why we have a long history of adapting to suit the times and keeping our focus on what matters most to our clients. Doing this takes experience and expertise. We bring together people and data to spot the trends that will shape the future. This provides a unique perspective which allows us to always invest with conviction. We are responsible for £418.2 billion (€476.3 billion/$543.3 billion)* of assets for our clients who trust us to deliver sustainable returns. We remain determined to build future prosperity for them, and for all of society. Today, we have 4,100 people across six continents who focus on doing just this. We are a global business that’s managed locally. This allows us to always keep our clients’ needs at the heart of everything we do. For over two centuries and more than seven generations we’ve grown and developed our expertise in tandem with our clients’ needs and interests. *as at 30 June 2017       The Project Manager sits within the Global Practice of the recently established Schroders’ Cognitive Science and Automation (CSA) Group. The global practice is the sponsor and custodian for the holistic and sustained success of the Automation and Robotics initiative. It will be led from Singapore and supported globally by London, Luxembourg and other locations to be defined. It drives strategic alignment, opportunity identification and governs all aspects of the automation lifecycle from strategy to execution.     Key Responsibilities:  Coordinate internal resources and third parties/vendors for the flawless execution of projects Ensure that all projects are delivered on-time, within scope and within budget Developing project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility Ensure resource availability and allocation Develop a detailed project plan to track progress Use appropriate verification techniques to manage changes in project scope, schedule and costs Measure project performance using appropriate systems, tools and techniques Report and escalate to management as needed Manage the relationship with all stakeholders including heads of departments Perform risk management to minimise project risks Establish and maintain relationships with third parties/vendors Create and maintain comprehensive project documentation, including status reports, tracking tools and presentations Manage the project administration, producing minutes; preparing reports & presentations; providing management information accordingly Working closely with other members of the project team Track project milestones, statuses, weekly reports, and follow up on overdue items Deliver presentations to senior business stakeholders   Requirements 10 or more years’ experience in in programme management and/or business process improvement initiatives Proven track record of success in PMO, project governance support or business management roles in financial services with good exposure to project financials, resource planning, governance and control, etc Able to monitor and control the programme resources to achieve specific project goals against specific project success criteria Understand the importance of tracing, managing and documenting all project issues to ensure project cohesion and risk management Able to centrally manage knowledge depository system and ensure that its updated and maintained Share knowledge and create standards to support future problem identification and resolution Stakeholder management Good understanding of project methodologies. Effective written and oral communication skills Good technical, analytical, communication and inter-personal skills Possess initiative, drive, and ability to work independently and be a good team player High level of initiative and able to work within timelines Meticulous, detail-oriented and clear thought process abilities Ability to react quickly to changing requirements with options and solutions  Recruiter Name: Bien Law  EA License No: 12C5536 EA Registration No: R1110418 Kindly note that only shortlisted candidate will be notified. ","ROBERT WALTERS (SINGAPORE) PTE LTD
Robert Walters Plc is an award-winning specialist recruitment consultancy with over 54 offices in more than 28 countries. Here in Singapore, we specialise in placing candidates on a permanent or contract basis in the following specialties: accounting & finance, compliance, front office, human resources, information technology, internal audit, legal, marketing, operations, risk & treasury, sales, secretarial & business support, supply chain, procurement & logistics and technical healthcare.
 ",6 BATTERY ROAD 049909,"Manager, Professional","Permanent, Full Time",Banking and Finance,23 applications,Posted 17 Jan 2019,Closing on 01 Feb 2019,Monthly,"$12,000-$15,000"
66,Process Designer,CHIYODA SINGAPORE (PTE.) LIMITED,"Roles & ResponsibilitiesCore Accountabilities / Responsibilities  Understand the scope of work, requirements for project execution and required deliverables. Understand the project schedule and confirm the design activities are planned accordingly. Review/check design information to confirm if information is sufficient to commence design/drafting work. Self-check design drawings per code requirements, local regulations, design input information and vendor data (if applicable) with check lists. Understand degree of urgency of instructed work by engineer. To  Technical Knowledge / Skills / Competencies  Having good command of working with AutoCAD 2D version 2016 and above Familiar with P&ID symbology Able to use library (predefined shapes) in AutoCAD Having the knowledge of drafting rules Able to follow color coding in drawing as per instruction  Behavioral Skills / Competencies  Write clear, precise technical reports on design work undertaken. Apply high standards to own work and ensure work is submitted in a complete manner within required timeline. Actively participate in assigned teams and deliver appropriate work input. Communicate clearly and concisely with team members and supervisor to ensure a complete flow of required information. Ability to follow instructions and ask questions as appropriate. Has desire to learn new things and always seeking for improvement. Can manage his/her own time. Requirements Diploma in any technical field 2 years in same or similar industry ","Chiyoda Singapore provides services for feasibility studies, total engineering, procurement, construction management and consultation for Oil & Gas sectors.",14 INTERNATIONAL BUSINESS PARK 609922,Professional,Contract,Engineering,3 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$2,800-$3,500"
67,Sales & Sales Co-ordinators / Admin Clerk,BOON TECK TRADING CO,"Roles & ResponsibilitiesSales Order processing. Provide Sales support to Sales Team Serving customers. General administration tasks. Data entry to internal system. Other ad-hoc duties.RequirementsBilingual in English & Mandarin Min ""O"" Level PC Literate Singapore Citizen","BOON TECK TRADING CO, established in 1978, is a market leader in a hotel, restaurant and kitchen supply.
Our products are exported to over 25 countries in the world and we strive to serve our customers even better.
Join us today to help us build a stronger team.",28 UBI ROAD 4 408614,Executive,Full Time,Sales / Retail ,6 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$1,600-$2,000"
68,Product Manager (Digital Media),SINGAPORE PRESS HOLDINGS LIMITED,"Roles & ResponsibilitiesAs a Product Manager you will be responsible for executing the product strategy, developing innovative digital products, defining the ideas with relevant stakeholders, aligning the needs and objectives of the company, our audience and customers and driving execution of these ideas. Responsibilities  Identify market opportunities and define product vision and strategy of her product area. Co-develop with the Chief Product Officer, co-own the vision, strategy and goals of our digital media products Operate autonomously and takes frequent self-initiatives to resolve product problems, business problems and process improvements. Create product roadmap and vision for her product area for at least over a year. Also motivate and inspire all working teams like engineering, UX, DS etc. to execute on her product vision. Be able to operate in LEAN, Agile product development environment Communicate the product vision, strategy and goals succinctly to stakeholders across interdependent groups in the organization & external partners - on the value and impact of the product to the bigger company strategy and direction Able to determine viability of new initiatives and understand cross-functional requirements; lives and breathes data, analytics and problem solving Own end to end product launch & GTM Knowledgeable and able to work with multiple functional teams such as product management, program management, engineering, UI, sales, customer support, finance or marketing. Ability to bring consensus in situations where there is disagreement or conflicting priorities among key stakeholders. Able to manage and influence key stakeholders on new product ideas and independently drive product adoption. Strong influencing skills and negotiation skills. Able to mentor and guide Junior PMs. Provide coaching to others to develop their skills and knowledge on their jobs to enhance performance. Take interviews and help in hiring Requirements At least 8+ years of Product Management experience in agile / lean environment Prior background in technology is preferred; MBA is added bonus. Track record of successfully building and leading digital products, preferably with some startup experience Independent, confident and comfortable engaging all levels of stakeholders A strategic thinker with ability to function in a results oriented, data-rich, and metrics driven environment Be a hustler and have excellent problem solving skills ; dynamic and charismatic with remarkable critical thinking skills Works by influence, data, logic and reasoning ","Incorporated in 1984, main board-listed Singapore Press Holdings Ltd (SPH) is Asia’s leading media organisation, engaging minds and enriching lives across multiple languages and platforms. 

SPH's core business is publishing of newspapers, magazines and books in both print and digital editions.  It also owns other digital products, online classifieds, radio stations and outdoor media. 

On the property front, SPH owns 70% in a real estate investment trust called SPH REIT which comprises Paragon, a premier upscale retail mall and medical suite/office property in Orchard Road and The Clementi Mall, a mid-market suburban mall.  

SPH also owns and operates The Seletar Mall.  It built an upmarket residential condominium, Sky@eleven, at Thomson Road, and is developing a new commercial cum residential site at Woodleigh Road. It also has a stake in Chinatown Point.
It is in the aged care sector and owns Orange Valley, Singapore’s largest private nursing home operator. 
SPH runs a regional events and conferences arm, and a chain of Buzz retail outlets.  It also invested in the education business.
For more information, please visit www.sph.com.sg

   ","NEWS CENTRE, 1000 TOA PAYOH NORTH 318994",Manager,Permanent,"Advertising / Media , Design",6 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$6,000-$8,000"
69,Infrastructure Engineer - Junior DevOps,PALO IT SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesPalo IT is an innovation & agile development company. From Design Research to DevOps, we are in the business of end-to-end development of breakthrough digital experiences. As a community of innovators and developers, we also aim at renewing the way organizations operate, promoting sustainable business agility, user-centricity and open collaboration while having fun doing it.  Started in Paris in 2009 and with offices in Singapore, Hong Kong and Mexico, we are looking for our next superstar to join our exciting team in Singapore.  At Palo IT, our employees are not widgets. They are in the center of all our projects and successes. We offer an exciting and creative working environment, with endless opportunities to develop your skills, travel and take your career to the next level. Get in touch to find out more!  Your profile & role on the project  YOU:   Thrive on challenge. When was the last time you fail?   Are curious & always learning. What are you up to right now?   Can deal with constant change. When were you last surprised?   Have mastered at least one skill of your trade but you’re not defined by it. What can you  teach us? Can you wear many hats?  YOU AGAIN:  The Junior Engineer will learn to install, maintain, and support an on-premises cloud infrastructure and while learning and applying devops practices and solutions. That person will also learn about latest cloud-related technologies such as AWS, Puppet, Chef, Elk. Other infrastructure related activities such as maintaining the company internal server infrastructure and respond to consultant requests when required will be expected.  ➔ Install, maintain, and support on-premises and off-premises cloud stack.  ➔ Configure, maintain, and support the cloud-related infrastructures.  ➔ Act as a system administrator on different OSes (e.g. RHEL, Opensolaris, Ubuntu, etc.) and help teams deploy their application and automate their development and releases on  the cloud.  ➔ Ability to develop solutions and self-learn new tools and technologies.  ➔ Document, and share knowledge on developed DevOps solutions.  STILL YOU:  ✔ Strong interest in Cloud-based technologies and Devops practices  ✔ 0-2 year (s) of experience in configuration and maintenance of existing Cloud solutions  would be considered a plus  ✔ Experience in migration from Solaris to RHEL (Red Hat Linux) would be considered a plus  ✔ Bachelor’s degree in Computer Science or related area is required  ✔ Certification in AWS/Azure would be considered a plus  ✔ Excellent interpersonal, oral/written communication and cross-group collaboration skills  ✔ Independent thinker with strong work ethic but also willing and able to conform to  established architectural constraints  ✔ Detail oriented with good organizational skills  ✔ Good knowledge of Linux OS, Shell Scripting and SQL  ✔ Good understanding of networking would be a plus  ✔ Ability to work on multiple priorities and/or projects simultaneously  ✔ Problem-solving abilities and ability to meet reasonable deadlines  ✔ Strong team player, ability to build positive and collaborative relationships  ✔ Ability to work under general supervision  Your role at PALO IT  You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take an active role in the development of the company.  Your technical environment  # Cloud-based technologies (AWS/Puppet/Chef/Elk/Azure/Opencloud) # Devops practices # Linux OS, Shell Scripting, SQL # Agile and scrum environment  WHY US ?  PALO IT is a learning company guided by the values of Agility and craftsmanship offering you multiple possibilities to express yourself and enhance your skills through :  # Our monthly BarCamps; # Our R&D projects; # Our Practices (Development, Architecture, Lean & Agile, Big Data); # Our missions high added value missions in France and internationally that will make you discover new horizons; # Our participation to and sponsoring of major technical events; # And our parties parties = FUN !  Firmly focusing on international expansion, we have offices in France, Hong Kong, Singapore and Mexico, meet us to continue this growth !  If you like what you just read, we’d love to have a chat with you!Requirements✔ Strong interest in Cloud-based technologies and Devops practices  ✔ 0-2 year (s) of experience in configuration and maintenance of existing Cloud solutions  would be considered a plus  ✔ Experience in migration from Solaris to RHEL (Red Hat Linux) would be considered a plus  ✔ Bachelor’s degree in Computer Science or related area is required  ✔ Certification in AWS/Azure would be considered a plus  ✔ Excellent interpersonal, oral/written communication and cross-group collaboration skills  ✔ Independent thinker with strong work ethic but also willing and able to conform to  established architectural constraints  ✔ Detail oriented with good organizational skills  ✔ Good knowledge of Linux OS, Shell Scripting and SQL  ✔ Good understanding of networking would be a plus  ✔ Ability to work on multiple priorities and/or projects simultaneously  ✔ Problem-solving abilities and ability to meet reasonable deadlines  ✔ Strong team player, ability to build positive and collaborative relationships  ✔ Ability to work under general supervision  ","PALO IT is an innovation & agile development company. From Design Research to DevOps, we are in the business of end-to-end development of breakthrough digital experiences. As a community of innovators and developers, we also aim at renewing the way organizations operate, promoting sustainable business agility, user-centricity and open collaboration while having fun doing it.
  Started in Paris in 2009 and with offices in Singapore, Hong Kong, Australia, Thailand and Mexico, we are looking for our next superstar to join our exciting team in Singapore.
  At PALO IT, our employees are not widgets. They are in the center of all our projects and successes. We offer an exciting and creative working environment, with endless opportunities to develop your skills, travel and take your career to the next level. Get in touch to find out more!",51B CIRCULAR ROAD 049406,Junior Executive,"Permanent, Full Time",Information Technology,7 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$4,000-$8,000"
70,Application Developer,PALO IT SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesYour profile & role on the project  YOU:   Thrive on challenge. When was the last time you fail?   Are curious & always learning. What are you up to right now?   Can deal with constant change. When were you last surprised?   Have mastered at least one skill of your trade but you’re not defined by it. What can you  teach us? Can you wear many hats?  YOU AGAIN:  Graduated from an Engineering School, you have a proven experience of 2 to 10 years on a  similar position. You are passionate about new technologies and digital innovation. You have  already worked in an Agile environment driven by Time-To-Market, you communicate easily, are  independent and able to make significant proposals. Most importantly, you are somone who  loves CODING!  Within exciting projects, you will initiate development projects, carry out scoping studies,  implement architectures and write architecture documents. You will assist our customers in  adopting the new architecture patterns imagined by Web giants. On these occasions, you will  carry out code, performance and security audits as well as architecture studies.  ➔ Writing reusable, testable, and efficient code  ➔ Ensuring high performance and responsiveness to any technical requests  ➔ You are familiar with Agile / Scrum Methodologies and will be part of daily stand up,  backlog management, demos, retros, etc.  ➔ Ensuring not only development but also testing, maintainance, and support  STILL YOU:  ✔ You have at least 3-5 years of hands-on experience in Front-end development (AngularJS, ReactJS etc) and Back end (NodeJS, Java, Python, Clojure, Databases, PHP, etc.), or mobile (Swift for IOS, Android, native or hybrid) development.  ✔ You are interested in designing scalable, reliable and secure softwares using a  combination of different languages, frameworks, libraries and technical environment.  ✔ You like to work in all phases of a rapid product development lifecycle: You are familiar  with Agile Methodologies, Scrum, Kanban, and interested in learning more about Design  Thinking, Lean Start-up, TDD, BDD, or XP.  ✔ You are communicative with good sense of idealism and pragmatism.  ✔ You’re endlessly curious and thrive in an environment where you’re continually  learning and solving new problems.  Your role at PALO IT  You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take an active role in the development of the company.  Your technical environment  # Digital projects: web, tablet and mobile applications # Understanding of systems engineering concepts, ability to conduct cost/benefit analysis, Business case studies, translating and simplifying requirements, management and communication # JavaScript : Angular, React, Node, Backbone, HTML5; CSS3 # Agile and Scrum methodologies  WHY US ?  PALO IT is a learning company guided by the values of Agility and craftsmanship offering you multiple possibilities to express yourself and enhance your skills through :  # Our monthly BarCamps; # Our R&D projects; # Our Practices (Development, Architecture, Lean & Agile, Big Data); # Our missions high added value missions in France and internationally that will make you discover new horizons; # Our participation to and sponsoring of major technical events; # And our parties parties = FUN !  Firmly focusing on international expansion, we have offices in France, Hong Kong, Singapore, Sydney and Mexico, meet us to continue this growth !  If you like what you just read, we’d love to have a chat with you!Requirements✔ You have at least 1 to 2 years of hands-on experience in ReactJS and other Front-end development (Javascript, VueJS, MeteorJS, Clojurescript, AngularJS, etc) and Back end (NodeJS, Java, Python, Clojure, Databases, etc.), or mobile (Swift for IOS, Android, native or hybrid) development. ✔     You are passionate about new technologies and digital innovation. ✔     Experience in building and delivering web / mobile business solutions (e.g. in Banking, Travel, Finance, Healthcare, Information industries) and Restful API projects. ✔     Has a very good knowledge with deploying and maintaining a database (MongoDB, Postgres, Redis, Cassandra) and implementing software in at least one of these programming languages: python, javascript(node.js), java, C#, perl, ruby. Some experience with orchestration and configuration tools such as Rancher, Kubernetes, Swarm, Ansible, and Chef will be a plus. ✔     Practical knowledge and experience with Unified Modeling Language (UML) for business modeling (work flows) and object modelling. ✔     Proven/previous experience with Continuous Integration/Continuous Deployment and DevOps. ✔     Strong critical thinker with problem solving aptitude. ✔     Ability to communicate effectively in written documents and oral presentations, explaining concepts clearly to audiences at various levels of technical knowledge. ✔     General banking knowledge or Banking knowledge related to Wealth Management / Private banking is a plus. ✔     You have already worked in an Agile environment driven by Time-To-Market, you have good communication skills, are independent and able to make significant proposals. But most of all, you love CODING! Share your GitHub account!","PALO IT is an innovation & agile development company. From Design Research to DevOps, we are in the business of end-to-end development of breakthrough digital experiences. As a community of innovators and developers, we also aim at renewing the way organizations operate, promoting sustainable business agility, user-centricity and open collaboration while having fun doing it.
  Started in Paris in 2009 and with offices in Singapore, Hong Kong, Australia, Thailand and Mexico, we are looking for our next superstar to join our exciting team in Singapore.
  At PALO IT, our employees are not widgets. They are in the center of all our projects and successes. We offer an exciting and creative working environment, with endless opportunities to develop your skills, travel and take your career to the next level. Get in touch to find out more!",51B CIRCULAR ROAD 049406,Executive,"Permanent, Full Time",Information Technology,7 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$5,000-$10,000"
71,Research & Development Manager (Technical),AALST CHOCOLATE PTE. LTD.,"Roles & Responsibilities  Over-all job objectives:  ·       Ensure and maximize the Technical department efficiency and structure  ·       Strengthen the team skills knowledge and organization  ·       Support sales team with relevant and innovative solutions     Core Responsibilities:  ·       Product Development  o   Develop and manage all Innovations and New Product Development plan and projects to align with Company’s overall Business Strategy.  o   Manage all innovation and product development projects from cost reliability manufacturing and commercialization.  o   Aid Business Units to improve business growth processes, to deliver the benefits and gains in business performance, resulting from R&D programs and activities.  o   Train and develop key employees to increase effectiveness of the innovation and product development teams.  o   Develop, deliver and manage the implementation of structured plans to meet agreed timelines in line with regional strategic needs  o   Support different business units by improving savings margins for projects  o   Develop and implement processes and procedures for research and development daily operations  o   Support marketing team in development of new products and provide technical support     Job Specifications:  ·       Possess technical skills for chocolate and cocoa process, physico-chemical analysis, product development , improvement and costing analysis to support product development and quality control/ assurance requirement of the factory  ·       Demonstrate analytical thinking and problem solving skills  ·       Possess Team management skills and leadership  ·       Good interpersonal skills and able to interface with all levels, internally and externally, in a      professional and responsive manner  ·       Be result oriented and business development oriented     Key Deliverables:  ·       Overall improvement of department efficiency on aspects of PD.  ·       Decrease submission time of sample for client’s requirements,  ·       Analysis of the alternative raw materials to be able to increase cost efficiency  ·       New and improved products that may be able to increase sales volume requirement  ·       Optimize product development time  ·       Optimize workforce and workload for maximum efficiency  ·       Compiles and prepare monthly data and reports  ·       Development of Process, Product and Profit Improvement Programs                ·       Perform other assigned duties as required    Requirements  Possess technical skills for chocolate nd cocoa process, physico-chemical analysis, product development, improvement and costing analysis to support product developmen and quality control/assurance requirement of th factory.  Demonstrate analytical thinking and problem solving skills.  Possess Team management skills and leadership  Minimum Degree in Food Technology  Minimum 10 years related experience  Good track record of new innovation  Experience in relevant industry required  Willing to travel frequently    ","Aalst Chocolate is the very first chocolate manufacturer to be fully owned and managed by Singaporeans. Established in 2003, we are led by a team of experienced specialists who believe in the pursuit of quality at every step of the process.
  At our factory in Singapore, we operate state-of-the-art production lines that make chocolate for industrial users as well as professional bakers, dessert chefs and even home kitchens. Be it dark, milk or white, or a combination of these flavours and more, we have the capacity to deliver safe and consistent products that meet your standards for quality and demand for exceptional value.
  Strategically located at the crossroads between East and West, Aalst Chocolate is well-positioned to cater to the growing market for quality chocolate in both Asia and beyond. Singapore’s world-class port and logistics infrastructure provide the assurance of a steady stream of raw materials and shipments of finished products that will reach their destinations in good time and excellent condition.",,"Senior Management, Professional",Full Time,Manufacturing,2 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,Monthly,"$5,000-$8,000"
72,Project Admin Assistant,DONJON PTE. LTD.,"Roles & Responsibilities Provide proactive sales and administrative support to Project Team Assist in preparing service quote and follow-up in a timely manner Assist in preparing and compiling documents for project/ tender submission Maintaining proper department data, record and filing Assist in 3-way matching of invoices when necessary Perform reception duties and attend to goods delivery Assume any other suitable duties as and when assigned by the Company Requirements Minimum ‘O’ Level or equivalent 3 years of relevant experience Proficient in Microsoft Office Applications Proactive, meticulous and organised Flexible, resourceful and able to multi-task Good interpersonal and communication skills Good team player with ability to work independently  Interested candidates are to write in with a detailed resume containing details of your qualifications, experience, current and expected salaries and availability.   We regret that only shortlisted candidates will be notified.    ","Donjon Pte Ltd (DPL) is a Singapore-based company established in 2003. Donjon provides and offers a wide spectrum of engineering services; technical testing and other related contract works for Government, Commercial, Industrial and Residential Sectors.
  With a team of highly skilled and competent professionals, we are constantly developing solutions to improve your competitive position in cost effective ways. This approach enables us to foster a culture of relationship-building that not only provides tremendous satisfactions, but a great deal of repeated business opportunities.
  As a service-inspired and customer-oriented company, Donjon is committed to provide excellent and extraordinary services with the quality of workmanship by adapting and tailoring to each of every requirement and comply with rules and regulations which had been set by the authorities. 
 ","TRADEHUB 21, 16 BOON LAY WAY 609965",Non-executive,Full Time,"Admin / Secretarial, Customer Service, Purchasing / Merchandising",9 applications,Posted 17 Jan 2019,Closing on 16 Feb 2019,,Salary undisclosed
