,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
72,Solutions Architect,8 HUNTERS INTERNATIONAL PTE. LTD.,"Roles & ResponsibilitiesAbout the role: Our Solutions Architecture team leverages expertise in modern web and mobile technologies to create scalable analytics strategies. This typically involves both client-facing solutioning and technical engagements, like writing queries in JavaScript, transforming data sets, and advising on data architecture. While deep programming experience is not required, demonstrated interest in using data to solve problems is essential. Examples include:  Designing the analytics specification for a new iOS app with a product team at a high-tech financial institution Architecting a custom SDK for an upcoming wearable device by a leading fitness company Advising on user analytics strategy and data ecosystem best practices for a growth-stage startup  Solutions Architects scope and execute projects for a wide variety of our existing customers. With your deep technical knowledge and expertise in the analytics space, you will be on the front lines with our clients as they build Mixpanel into a core business foundation. You will be:  The owner of implementation health for our most strategic and high-value clients, responsible for:     Aligning with pre-sales teams and consulting with clients to confirm and map business goals and metrics to a Mixpanel specification Working directly with our implementation team and our clients to design and architect successful Mixpanel pilots and production application deployments Engaging with engineering, product management, marketing, and analytics teams onsite at customer locations to handle technical onboarding and continuously optimize Mixpanel integrations   The delivery lead for a variety of paid technical services, ranging from third-party integrations to creating custom data queries and visual reports. Some examples include:     Preparing concise and accurate scoping and work summary documents Successfully executing on deliverables while balancing project timelines and unanticipated issues   A technical counterpart to Customer Success Managers, collaborating to ensure continued and sustained value throughout the entire customer journey. Some examples include:     Contributing to account strategy to ensure key customer use cases are met with Mixpanel Training customers on new products and features as they are released   A technical sponsor for internal engagements with Mixpanel product and engineering teams, helping:     Provide technical product feedback from customers to drive the product roadmap Prioritize product and systems tasks from clients     RequirementsWe're looking for someone who:  Possess at least a Diploma or Degree in Computer Science or related focus Possess more than 2 years experience in SaaS industry in a software architecture and consultancy role.  Can write code to solve problems, experience programming and scripting to send/retrieve and manipulate data via APIs (e.g. JavaScript, Python, PHP) Feels comfortable leading meetings with both technical and business audiences at senior levels Is passionate about data, with the ability to apply creativity and curiosity to the problem-solving process  Bonus points if you:  Are familiar with analytics best practices across business segments and verticals Have excellent written, analytical, and communication skills Have experience leading project delivery in a technical environment Have experience working with customers in the APAC region Have 3 years minimum experience in a client-facing technical consulting role ",8 HUNTERS INTERNATIONAL PTE. LTD.,"MND BUILDING ANNEXE A, 9 MAXWELL ROAD 069112","Manager, Professional, Executive, Senior Executive","Permanent, Full Time",Information Technology,2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,,Salary undisclosed
73,Senior Manager  /  Manager (Industry Research),Ministry of Communications and Information,"Roles & ResponsibilitiesJob Responsibilities: You will be part of a team conducting research to better understand industry sentiments and challenges faced by our local companies. The objective of the research is to improve the effectiveness of Government schemes and policies. You will also be responsible for synergising data across various data sources to complement the team’s research to generate insights to inform policy decisions. Job Requirements: The ideal candidate should demonstrate a combination of the following:  Background and/or relevant experience in a quantitative discipline: Data Analytics, Engineering, Economics, Statistics, Applied mathematics, Computer Science, or related disciplines with substantial quantitative content Experience with industry research and analysis Ability to wrangle and analyze data in Python will be a bonus Excellent written and verbal communication skills Excellent analytical and problem solving skills Possess initiative and comfortable working independently in a fast-paced environment  For more information on careers in MCI, please access the following link: http://www.mci.gov.sg/web/corp/careers  ",No information added.,,,Full Time,"Engineering, Public / Civil Service",0 application,Posted 22 Jan 2019,Closing on 04 Feb 2019,,Salary undisclosed
74,"Account Management and Operations Lead, Retail",TRIPADVISOR SINGAPORE PRIVATE LIMITED,"Roles & ResponsibilitiesTripAdvisor’s mission is to enable travellers around the World to unleash the full potential of their every trip. We are relentless in innovating new products, creating new content often with our partners to enrich our travellers’ experiences and help identify the best deals. We love empowering our people and travellers alike. Why is this role exciting for you: Are you passionate about Travel and loves checking out new shopping ‘IT’ spots to discover the latest best buys? Would you love working for a globally beloved, industry-leading website? Are you an ‘influencer’ and love to help travellers find options to satisfy their retail needs? Are you driven by making an impact? If so, we would like to talk to you about joining TripAdvisor newest team as a Senior Ops Lead. In this role, you will enable TripAdvisor’s newest vertical, Retail. A premium content led product to help travellers find the best place to shop in, discover featured brands and best deals. You will lead a team to manage all operations and administrative to support the sales team. Who you are: TripAdvisor is seeking for an experienced Account Management and Digital Ops lead to collaborate with Sales Managers to bring campaigns to live. The ideal candidate will have Operations and Account management experience in an industry vertical, digital, retail or ecommerce will be a plus. You will have strong organizational skills to manage multiple requests and prioritize workload. You will love engaging with multiple stakeholders to resolve, organize and setup billing, contracts and working with Product teams to get campaigns to live using internal tools. Sales/Media experience in advertising and experience in the multi-channel/omni-channel retail industry will also be a plus. A strong ‘can-do’ spirit that drives a self-starter is a must. You will be comfortable in dealing with data, organizing and pulling from internal data tools. You will have an aptitude to organize this data into presentation formats. Key Responsibilities:  Work with clients to obtain creative materials for scheduled buys Monitor for campaign delivery on a monthly basis in addition to optimizing for performance in accordance to the client’s KPIs Provide varying levels of reporting on a monthly basis to Sales Managers on active campaigns in preparation for QBR with the clients Develop and construct decks for Sales Managers in order for the Sales Team to prospect and analyze sales territory to develop new business opportunities Work alongside Sales to identify new leads, setup meetings and follow through on campaign management. Assemble post campaign wrap-up Reports in order to obtain incremental revenue Responsible for client monthly Billing Reconciliation in addition to working with the TripAdvisor Accounting Department to resolve billing issues and generate timely invoices. Managing internal content tool for managed services and/or assisting clients to utilise content tool. Thorough knowledge of site specifications and analytics RequirementsThe ideal candidate is:  Passionate about travel and how it continues to grow and change across the world Highly motivated, capable of moving multiple projects forward rapidly on your own with a manager located remotely Talented in analysing data, identifying insights and developing them into compelling presentations Experienced and comfortable working in Excel and summarising findings in PowerPoint Well-presented, lucid and able to put together coherent arguments and support them with relevant examples Attentive to detail and experienced managing operational tasks in a digital environment – at an agency, client, or publisher Always on the lookout for information, developments and market news to help the team sell more effectively Comfortable working as a team player on an energetic, international team Performs well in a fast-paced, highly changing marketplace and driven to meet and exceed the team’s expectations/demands Able to work to a deadline, prioritising workloads according to different criteria Excellent spoken/written English, with a strong working knowledge of other major languages also preferred  Essential skills:   Experience in supporting global sales team across variety of markets with large recurring revenue Experience in operational activities, account management and enabling Sales success. Excel, Word, PowerPoint and general computer skills are fundamental to this role Familiarity and knowledge of digital media and the internet strongly preferred ","TripAdvisor® is the world's largest travel site*, enabling travellers to plan and have the perfect trip. TripAdvisor offers trusted advice from real travellers and a wide variety of travel choices and planning features with seamless links to booking tools. TripAdvisor branded sites make up the largest travel community in the world, reaching nearly 260 million unique monthly visitors**, and more than 150 million reviews and opinions covering more than 4 million accommodation, restaurants and attractions. The sites operate in 42 countries worldwide, including China under daodao.com. TripAdvisor also includes TripAdvisor for Business, a dedicated division that provides the tourism industry access to millions of monthly TripAdvisor visitors.
   ","PWC BUILDING, 8 CROSS STREET 048424",Senior Executive,"Permanent, Full Time","Others, Sales / Retail , Travel / Tourism",11 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$5,500-$7,600"
75,Mechanical Engineer,ARUP SINGAPORE PRIVATE LIMITED,"Roles & ResponsibilitiesData centre designer. Need indebt knowledge of mechanical system associated with data centres, both cloud and colocation. Focus on design delivery using Revit and other modelling software and supervise construction stage through to and including IST’s. Excellent communication skills and international experience will be a good basis to fit into the wider Arup culture.  Hands on mechanical design for a range of international data centres Able to operate autonomously as lead engineer role for large scale projects with minimal supervision Produce design calculations, drawings and specifications including LLE for major plant items Design directly into revit model Complete CFD modelling Construction supervision stage of projects including commissioning and IST’s Working directly with clients and other professionals with minimal supervision Support and train graduate engineers Supporting the firm’s compliance in maintaining ISO 9001, OHSAS 18001 and ISO 14001 requirement. Requirements Relevant engineering degree At least 3 to 4 years of experience in the field of mechanical engineering.  Be able to work autonomously in the design and delivery of engineering solutions on projects Ability to work under pressure and meet strict deadlines is essential Good planning and organisation skills Good communications skills Strong commitment and support of the firm’s compliance in maintaining ISO 9001, OHSAS 18001 and ISO 14001 requirements. ","Established in Singapore since 1968, Arup is a global design, engineering and business consultancy with more than 14,000 staff spanning 92 offices in 40 countries. We pursue quality and excellence which is reflected in our portfolio of award-winning projects including Marina Bay Sands, Sydney Opera House and the Singapore Sports Hub.
We summarise our mission in one statement: We Shape A Better World. This encapsulates our team-working, creativity, sustainability principles and global nature: as well as recognising the significant role we, with our clients and collaborators, play in leaving a legacy for future generations to come.","FRASERS TOWER, 182 CECIL STREET 069547","Non-executive, Junior Executive","Permanent, Full Time",Engineering,13 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$4,200-$5,000"
76,Research Assistant  /  Associate (Software Engineer),NATIONAL UNIVERSITY OF SINGAPORE,"Roles & ResponsibilitiesThe position of Research Assistant/Associate (Software Engineer) is immediately available in the laboratory of Dr. Jason Pitt, which integrates data science and biological expertize to facilitate novel discoveries in cancer genomics. The Pitt Laboratory achieves this by developing cutting-edge software that allow cost-effective identification, harmonization, and interrogation of large genomic datasets. Collectively, we refer to this domain as genome economics. Successful candidates will interact closely with the Data Science and Learning Division of Argonne National Laboratory (USA) as well as our industrial partners. This position provides a rare opportunity to utilize Amazon Web Services, Amazon Alexa, data-intensive computing, natural language processing, and artificial intelligence. RESPONSIBILITIES Participate in the development of: 1) Melvin, a virtual genome analysis assistant using Amazon’s Alexa technology  Build upon a functional prototype Design and implement optimal client/server solutions Contribute to all stages of the software development life cycle  2) The Scalable Workflows for the Analysis of Genomes (Swag) framework  Optimize of bioinformatic tools for cost and accuracy Facilitate large-scale analytics on HPC and commercial clouds     RequirementsREQUIREMENTS  Bachelors or Masters degree (minimally) in computer science, information systems, bioinformatics, engineering, mathematics, or related fields Strong Python programming skills and proficiency with Unix-based systems Working knowledge of databases (SQL, NoSQL, Elasticsearch, etc.) Record of problem-solving and robust design skills Excellent written and spoken English  PREFERENCES  Basic knowledge of biology and genetics Familiarity with Amazon Web Services Interest in computational linguistics ","The National University of Singapore aspires to be a vital community of academics, researchers, staff, students and alumni working together in a spirit of innovation and enterprise for a better world.
  Our singular focus on talent will be the cornerstone of a truly great university that is dedicated to quality education, influential research and visionary enterprise, in service of country and society.",21 LOWER KENT RIDGE ROAD 119077,Fresh/entry level,Contract,Sciences / Laboratory / R&D,2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,600-$4,200"
77,Admin cum Account  /  /  5 Days  /  /  2800-3000  /  /  Clarke Quay  /  /  Senior Level Admin,THE SUPREME HR ADVISORY PTE. LTD.,"Roles & Responsibilities• Administrative support to Chief Executive on corporate documentation including presentations, contracts, renewals, legal and regulatory documents • Working with Finance Executive to prepare invoices, quotations and accounts payables • Work with accountant to deliver end of month Finance Report  • Ensure timely transfer and completion of the monthly accounts • Maintain business critical information such as employee data, CPF information, Corporate tax information and other relevant data • Maintain office facilities including pantry supplies, general office supplies and fixtures • Prepare and compile regular management reports (weekly, monthly, quarterly), quarterly business updates • Manage day to day staff packages, programmes, rewards and annual leave • Liaise with third party vendors to ensure the correct functioning of all office equipment • File, organise and manage the business correspondence and informationRequirementsRequirements: • A diploma or higher in the field of business administration, finance, accounting, or related field • Relevant experience in administration roles or positions • 5-6 years minimum in administration roles or positions is required, with ability to support small teams or working as divisional administrators • 2-3 years of experience in a services or consulting firm  ","THE SUPREME HR ADVISORY PTE. LTD.
Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.","AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Senior Executive,"Permanent, Full Time",Accounting / Auditing / Taxation,4 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,800-$3,000"
78,Qlik Sense Administrator,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,"Roles & Responsibilities Provide administration support for Qlik Sense; Qlik Sense software installation, patches, and set up; Integrating Qlik Sense with Informatica enterprise-wide data warehouse; Implementing Authorization Matrix in Qlik Sense; Familiar with scripting knowledge, data source integration and visualization development through Qlik Sense; Familiar with producing Qlik Sense Reports/Analytics/Dashboards/Alerts and Query Capabilities Requirements Minimum 2 years of Qlik Sense administration working experience; Experience in managing Qlik Sense access control integration with Active Directory Authentication Preferred experience in implementation of Qlik Sense Access Control in Singapore Public Sector projects    Interested candidates can click apply for more information. ** We regret to inform that only shortlisted candidates will be notified. ** We respect your privacy and all communication will be treated with confidentiality.  If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants. Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012.    ","MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD
Manpower is the global leader in contingent and permanent recruitment workforce solutions. It is part of ManpowerGroup, the world leader in innovative workforce solutions, which creates and delivers high-impact solutions that enable clients to achieve their business goals and enhance their competitiveness.
Manpower has provided organizations in Singapore with a continuum of staffing solutions from the incidental to the strategic since 1996, working with businesses to help them win.
In the Human Age, where talent has replaced access to capital as the key competitive differentiator, Manpower Singapore leverages its trusted brand to develop a deep talent pool, providing clients with access to the people they need, fast.
Manpower Singapore creates powerful connections between organizations and the talent they need to enhance their competitiveness and unleash their workforce potential. By creating these powerful connections, we help everybody achieve more than they imagined, and power the world of work.
In Singapore, Manpower works with hundreds of local SMEs and multinational companies across various industries, including :
Banking and Finance
Corporate Finance and Accounting
Call Center
Engineering
Events and Exhibitions
Healthcare
Hospitality
Information Technology
Life Sciences
Logistics and Supply Chain
Oil and Gas
Retail 
  APOLOGY
To All Singaporeans,
Manpower Staffing Services (S) Pte Ltd hereby apologizes to all Singaporeans for the unintentional error of posting a job advertisement deemed to be discriminatory on this website Jobs Bank dated 19 February 2018, Finance and Accounting Department PMO Representative – Japanese native to be able to liaise with Japanese counterparts.
The job advertisement was removed immediately on realizing the error in the advertisement.
We recognize that the job requirement could have been better worded to avoid misunderstanding and conveyed its original intent of hiring a candidate with a strong language proficiency. Staff responsible for posting the discriminatory job advertisement had been reprimanded. And all staff had been reminded on the importance of Tripartite Guidelines on Fair Employment Practices and to strictly adhere to the company’s standard operating procedure when posting job advertisement so as to avoid a repetition of such job advertisement.
Manpower Staffing Services (S) Pte Ltd was one of the early signatories of the Employer’s Pledge for Fair Employment Practices in the year 2007. We have also been and continue to support the fair employment practices in Singapore and wholeheartedly affirm the “Tripartite Guidelines on Fair Employment Practices”. We give our assurance that the posting of discriminatory job advertisement will not happen again.
Once again, Manpower Staffing Services (S) Pte Ltd hereby affirms our commitment towards fair employment and pledges our support for the Tripartite Guidelines on Fair Employment Practices.
Any inconvenience caused is deeply regretted. Thank you for your patience and understanding.
Lani De Mesa Alinas (Personnel Reg No.: R1108334)
Account Manager
 ","GUOCO TOWER, 1 WALLICH STREET 078881",Executive,Permanent,Information Technology,0 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$4,000-$5,500"
79,System Administrator,TRITERRAS ASIA PTE. LTD.,"Roles & ResponsibilitiesDetailed knowledge and applied expertise in Microsoft Windows operating systems and server technologies (Windows XP/2003/2008R2, Active Directory, System Center Servers, SQL, MS Office, RDS, FF TM, and SharePoint, Apache Tomcat).   Demonstrated, in-depth knowledge of server configurations, RAID, SAN, server clustering, networking protocols, DNS, DHCP, SMTP, VPN technologies, firewalls, and security certificate technologies.    Demonstrated ability to maintain databases, SQL in SAN (IP or FC) environment.   Working knowledge of relevant high level languages such as C++, PERL and CGI scripting.   Working knowledge of SQL 2008R2, 2012.   Demonstrated ability to install, configure and maintain RAID and other storage technologies such as SAN.   Demonstrated ability in using Active Directory Group Policies and automation technologies for deploying and maintaining systems.   Demonstrated ability in diagnosing and remedying serious server-related problems and failures promptly and effectively.   Demonstrated skill in developing and implementing methods and procedures to ensure network security, data integrity, and daily back-up of systems data in a multi-server environment.   Demonstrated ability to deploy, configure and maintain multiple virus protection software for multiple platforms (Symantec, McAfee, Trend Micro, etc.).   General knowledge of Ethernet network topologies.   General knowledge of electronics, electricity, and mechanics in order to plan installation and maintenance of new computer equipment. Requirements8+ years of experience  Demonstrated skill in analyzing information, problems, and situations to:   define problems formulate solutions identify cause and effect relationships make appropriate decisions  Demonstrated skill in using PC-based packages to develop, write, and maintain operational procedures, documents, and databases.  Demonstrated supervisory skills. Skill in establishing and maintaining cooperative working relationships. Ability to communicate and interact effectively with persons of diverse backgrounds.   Ability to manage time and priorities so that projects or tasks are completed on time.   Demonstrated skill in performing effectively under the demands of frequent interruptions and distractions.   Demonstrated oral communication skills sufficient to effectively obtain and impart information and explain concepts, both on an individual basis and in a group.   Ability to give clearly understood technical presentations.   Working knowledge of secure web servers.   Skill in setting priorities, meeting competing deadlines, and handling varying requirements and job complexities.   Ability to establish and maintain cooperative working relationships and to interact effectively with technical, management, and end-user staff and vendor representatives.   Ability to use, and demonstrated willingness to review, systems resources (documents, manuals, industry publications, vendors) to maintain current knowledge of the information systems profession.   Ability to evaluate hardware and software, devise benchmarks, draw comparisons, and write reviews.  Ability to work unusual hours on short notice in order to resolve critical problems or comply with testing or maintenance schedules.   Ability to accept 24-hour on call duty on a rotating basis.    ","Triterras Asia Pte Ltd is a Global Investment & IT Consulting firm providing intelligent business solutions. We enable organizations to achieve sizeable benefits from their existing technology by integrating, enhancing and delivering solutions in a highly secure and scalable environment.","MILLENIA TOWER, 1 TEMASEK AVENUE 039192",Senior Executive,Contract,Information Technology,2 applications,Posted 22 Jan 2019,Closing on 05 Feb 2019,Monthly,"$6,000-$6,500"
80,Application Consultant-Process Automation (RPA),TECHNOPALS PTE. LTD.,"Roles & Responsibilities• Experienced in using RPA Automation guidelines to evaluate a business process and identify automation opportunities • Successfully completed at least 3-5 Automation Opportunity assessments and provided technical solutions • Strong level of understanding of the banking domain and processes • Excellent knowledge of automation tools and automation assessment frameworks • Experienced in developing automation data collection guides and templates • Skilled in process modelling • Ability to create Automation business case • Gather facts (through primary and secondary research, structured and unstructured interviews, surveys, etc.) • Responsible for the design, analysis (customer, financial, operational) and presentation of data. • Create original work products with minimal supervision. • Apply knowledge of consulting methodologies, key technologies, engagement support tools and demonstrate strong knowledge of their competency area and/or industry. • Establish relationships within client organizations and deliver timely, high quality service to the client. Requirements• Acts as an independent professional, including interaction with clients and does not require close management supervision on IBM or client premises. • Operates as a team member, drawing upon the experience of other professionals within the engagement team and from other functions. • Ability to travel extensively","TechnoPals is one of the leading providers of IT solutions and services to various companies of high repute.
Since its inception in 2009, TechnoPals has grown in size and stature, by efficiently implementing IT related solutions and services to Global organizations in Asia Pacific. TechnoPals in recent has ventured into IT Security Services catering Global Customers. As part of business growth TechnoPals is now equipped with proficiency in IT Talent Acquisition along with providing complete IT Security Services, IT Infrastructure Enterprise Solutions and Software Development.
TechnoPals follows the leading industry practices to deliver the top most service level to our clients. Backed by rich expertise in all core technologies to cater to the IT infrastructure needs of an organization, our approach is to assist small, medium and large businesses to achieve their true potential by reaping all the benefits of IT.","PIONEER JUNCTION, 3 SOON LEE STREET 627606",Professional,Full Time,Information Technology,0 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$5,000-$7,200"
81,Qlikview Developer,TECHNOPALS PTE. LTD.,"Roles & Responsibilities*Work with stakeholders to design and model the user interface , which will include interactive visualizations. *The candidate is expected to be able to handle end to end report design, development and delivery from data sources including data preparation, modeling and visualizations/user interface *Responsible for the development, automating, compiling, and preparing reports, self service/ad-hoc env, dashboards, cubes, etc. *Create and maintain design system documentationRequirements*3 Years of development experience using QlikView as a primary tool. *Must have experience and strong knowledge on QlikView loadscripts, Designing User interfaces, QlikView reports, models and Dashboards, setting up security in Qlik. *Knowledge/Experience of SQL & Oracle, is essential. *Communicate and document complex business logic, definitions and processes in a non-technical form. *Must be experienced in architecting, development and deployment using QlikView. *Strong communication and client management experience. *Bachelor's degree in Computer science or equivalent.","TechnoPals is one of the leading providers of IT solutions and services to various companies of high repute.
Since its inception in 2009, TechnoPals has grown in size and stature, by efficiently implementing IT related solutions and services to Global organizations in Asia Pacific. TechnoPals in recent has ventured into IT Security Services catering Global Customers. As part of business growth TechnoPals is now equipped with proficiency in IT Talent Acquisition along with providing complete IT Security Services, IT Infrastructure Enterprise Solutions and Software Development.
TechnoPals follows the leading industry practices to deliver the top most service level to our clients. Backed by rich expertise in all core technologies to cater to the IT infrastructure needs of an organization, our approach is to assist small, medium and large businesses to achieve their true potential by reaping all the benefits of IT.","PIONEER JUNCTION, 3 SOON LEE STREET 627606",Professional,Full Time,Information Technology,2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$5,000-$7,500"
82,Associate Research Fellow (Indonesia Programme) - RRI,NANYANG TECHNOLOGICAL UNIVERSITY,"Roles & ResponsibilitiesThe S. Rajaratnam School of International Studies (RSIS), a Graduate School of Nanyang Technological University (NTU), is a leading research-intensive and teaching institution in strategic and international affairs and policy-oriented think tank in the Asia-Pacific region. The RSIS is seeking suitable candidates for the position of Associate Research Fellow in the Indonesia  Programme. The successful candidate will be required assist the Coordinator of the Indonesia Programme in his research project. He/she will assist project supervisors in the following: ·         Crafting research instruments  ·         Perform data analysis from data collect ·         Result reporting ·         Writing up of research reports ·         Liaising with counterparts on the project ·         Other duties as assigned He/she will be required to work on and submit 2 research reports. The engagement will be for one (1) year.  RequirementsThe candidate should possess significant knowledge in social science research using advanced statistical analysis methods, with relevant research experience. The candidate need to have good knowledge on the social psychology of radicalism and religious intolerance in Indonesia.","World's Top Young University
A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.
Meteoric rise in international academic reputation ?
In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.
In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017). ?
Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.
The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.
Innovative learning
In higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom. 
Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?
Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore.
Research impact
Known for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018 Nature Index, NTU is placed 29th among the world's universities and first in Singapore.
NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.","NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Professional,Contract,Others,1 application,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$2,500-$4,000"
83,Senior Software Developer,CHARTERHOUSE PTE. LTD.,"Roles & Responsibilities Perform design data model and develop extraction, loading and transformation ETL rules based on requirement Create technical design specification Fine tuning, and optimization of DB & ETL jobs Involve in System Integration test, User acceptance Test, Deployment and warranty support after implementation Ensure data quality throughout the ETL process Lead a team of developers Requirements Minimum 5 years of experience in Informatica, Teradata and UNIX Experience in ETL tools Hand on Experience on writing Teradata SQL. Should be expert in Teradata Utilities Should be good in Unix Shell scripting Experience in best practice of designing and developing of database, SQL, ETL process, logging, auditing, and error handling Good exposures and experience in Data Profiling and Data Modeling Experience in RDBMS  like Oracle, MS SQL etc Experience in creating test plan, test cases, test scripts and data integration. Experience in scripting Experience in following SDLC / Agile software development methodologies. Experience in banking industry  Please send your resume in word format with your current and expected salary to yvonnet@charterhouse.com.sg EA License no.: 13C6338 I Reg no.: R1110355","CHARTERHOUSE PTE. LTD.
Charterhouse is a boutique executive search firm with footprints in Asia, Australasia and the Middle East. We offer professional and bespoke contingency and retained search services across a variety of industrial sectors.
Recruitment is a people-focused business – our success and growth are reliant upon our people. Our team of consultants offers a blend of international recruitment experience, coupled with a platform of local market and industry knowledge. The development and success of our team requires continued focus, and we ensure that the latest market data, trends and information are at their fingertips. Performance and industry training is also regularly provided, and naturally the rigorous development of strong networks is vital to help us deliver the highest level of service for our clients.","BANK OF CHINA BUILDING, 4 BATTERY ROAD 049908",Executive,Contract,Information Technology,2 applications,Posted 22 Jan 2019,Closing on 21 Feb 2019,Monthly,"$6,000-$8,500"
