,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
54,Senior Hadoop Consultant,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,"Roles & ResponsibilitiesRESPONSIBILITIES:   Work with Architecture & Big Data teams to build, install, configure, and maintain big data platforms based on architecture specifications & business requirements Perform operational duties on Hadoop Ecosystem, cluster upgrades, patching, monitoring jobs, capacity management, etc Interface with infrastructure, network, security and operations teams to resolve problems with application/Big Data systems Pro-actively evaluate evolving technologies and recommend solutions to business problems. Provide production support 24x7 rotation Responsible for researching, designing, building, testing, deploying, analyzing, administering and maintaining Hadoop environments and associated Hadoop hardware and software technology components to meet current and future business needs Direct the security work of more junior engineers serving as Subject Matter Expert for security requirements within areas of responsibility Utilize proven systems, scripting and developer skills to execute on highly complex tasks related to hardware and software technology component analysis, integration, and incident and problem resolution Monitoring and controlling the performance and status of technology components, and providing technology component support and problem resolution Manage efforts to test, debug, support, and analyze performance, and document hardware and software technology components Implementation and ongoing administration of Hadoop infrastructure Working with data delivery teams to setup new Hadoop users  Requirements Masters / Bachelor degree in Computer Science, Information Systems, Business or related field 5+ years of overall industry experience, with 2+years in Big Data, Hadoop and Hadoop-ecosystem Experienced in deployment and Administration for different Hadoop distribution for leading organizations, which deal with strong enterprise-scale solutions architecture and implementation Experienced in anticipating problems and taking decisive action, to solve the issues without to the impact on both development clusters and production cluster Experienced in setup, configuration and management of security for Hadoop clusters using Kerberos and integration with LDAP/AD at an Enterprise level Experience in setting up Linux users, setting up Kerberos principals and testing HDFS, Hive, Pig, Ambari, Spark and MapReduce access for the new users Knowledge of programming & scripting languages a plus – Java, C, Python, R, Perl, Hive, MapReduce etc Experience of cloud infrastructure such as Azure, AWS, etc Working Knowledge of YARN, HBase, Hive, Spark, Flume, Kafka, Sqoop, Tez, Oozie, Zookeeper, Ambari, Spark, etc Expertise in Cluster maintenance as well as creation and removal of nodes using Hortonworks tools and other tools Experience in Screen Hadoop cluster job performances and capacity planning Worked on Monitor Hadoop cluster connectivity and security Experience in managing and reviewing Hadoop log files Experience in File system management and monitoring Experience in HDFS support and maintenance Worked on Hadoop / Database backup and recovery Excellent written and verbal communication skills  Notes:  This is a long term contract role with high chances of extension  Optimum Solutions Company Reg: 199700895N",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",Senior Executive,"Contract, Full Time",Information Technology,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$6,000-$8,000"
55,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,"Roles & ResponsibilitiesThe candidate will work closely with the Executive Director, CYSREN in advancing and disseminating cyber security research projects undertaken at the centre with special focus on leveraging technology for social media behaviour analysis.   Job Description:  The candidate should be able to undertake research in the area of user behaviour on social media with the aim to develop analytical tools for law enforcement in combatting crime.  He/she should have an in-depth appreciation of behavioural science to be able to translate complex information into transformative data-driven solutions across a variety of user behaviour.  The candidate must be proficient in developing machine learning based algorithms to extract data from structured and unstructured real-life data sources to detect abnormal user behaviours. The candidate will be expected to disseminate the work in top publishing forums in computer security and data analytics.  He/she shall work collaboratively with other researchers and PhD students in the centre.  The ideal candidate should be a dynamic individual with constant drive to apply his/her multidisciplinary functions involving technical knowledge of all aspects of cyber security, project management and problem solving capabilities.    RequirementsThe applicant must possess a Master degree or above from a reputed university.  Self-motivated and have strong independent and cooperative working capability. Hands-on capabilities in the following:   Experience with user behaviour analytics High level programming / scripting language Worked on projects that require machine learning    We regret that only shortlisted candidates will be notified.","World's Top Young University
A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.
Meteoric rise in international academic reputation ?
In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.
In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017). ?
Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.
The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.
Innovative learning
In higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom. 
Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?
Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore.
Research impact
Known for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018 Nature Index, NTU is placed 29th among the world's universities and first in Singapore.
NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.","NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Professional,"Contract, Full Time",Sciences / Laboratory / R&D,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,500-$4,800"
56,Lead Risk Analyst,"GENERAL ELECTRIC INTERNATIONAL, INC.","Roles & ResponsibilitiesEssential Responsibilities : • Provide Financial Leadership for GE90 CSAs • Partner with a cross-functional team (sales, CPMs, CPS, OCE, and business operations) to deliver long-term program modeling for contract negotiations on existing Services contracts • Lead discussions and trainings with cross-functional teams on financial metrics and long-term revenue accounting  Contract Margin Review support: • Work with data engineers (fleet model team) to update the long-term model and technical cost data in support of the contract modeling • Work with the engineering, operations, and sales support teams to perform analysis for contract Margin Reviews (CMRs) for existing MCPH Contracts • Create OM and Deferred Balance Walks for Contract Margin Reviews and Deal Analysis support  Provide support for commercial Actions: • Work with a cross-functional team to identify and document specific scenarios needed to run for changes to our commercial terms in the CSA contracts • Partner with Sales team and operations to develop standardized services contracts for key customers • Utilize technical runs provided by the data engineering team (OCE) to create scenarios within the modeling tool (Smartprice) for use in deal reviews during commercial actions • Utilize GE’s scenario manager tool to provide summaries of the Smartprice runs necessary for commercial actions • Prepare Price Severity Matrices to account for changes in operating parameters of engines like Flight leg, Derate, and utilization etc. • Prepare Deal Review packages for review with leadership  Ad-Hoc Analysis: • Be involved in various projects initiated by the CSA team • Be involved in, and test, improvements of Smartprice and other digital tools • Support all Smartprice, CMR, productivity, and commercial action audits • Other ad hoc analysis as neededRequirementsQualifications/Requirements :• Bachelor's degree from an accredited university or college (or a high school diploma / GED with at least 4 years of experience in Finance) • Minimum of 3 additional years of experience in Risk ManagementDesired Characteristics :• Strong oral and written communication skills • Strong interpersonal and leadership skills • Ability to influence others  • Lead initiatives of moderate scope and impact • Ability to coordinate several projects simultaneously • Effective problem identification and solution skill • Proven analytical and organizational ability",No information added.,"THE METROPOLIS, 11 NORTH BUONA VISTA DRIVE 138589",Middle Management,Permanent,Accounting / Auditing / Taxation,2 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$4,500-$8,500"
57,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,"Roles & ResponsibilitiesJob Description The National University of Singapore invites applications for the position of Research Fellow in the Singapore Data Science Consortium (SDSC). The consortium, funded by NRF, is hosted at the School of Computing (SoC), NUS. SDSC seeks to develop novel computational solutions to a wide range of industry-driven applications, building large-scale experimental systems and improving the well-being of society. The Research Fellow is expected to design solutions and to provide analytical insights that meet industry needs. The job responsibilities include:  Create processes within companies and/or build machine-learning tools that will fetch data from multiple sources. Interpret and analyse data to draw valuable insights that will help companies address business challenges and enhance performance. Communicate important information and trends that highlight problems or opportunities. Work with the Solutions Architect and research team to devise possible solutions and implement new statistical methodologies as needed. RequirementsJob Requirements  A PhD degree in statistics, mathematics, computer science or a related discipline Relevant working experience preferred A team player with excellent communication and problem solving skills, and a deep understanding of machine learning techniques and algorithms A dynamic individual with innovative, critical and analytical thinking  Interested applicants can send your CV to sdsc@nus.edu.sg. Only shortlisted candidates will be notified.","The National University of Singapore aspires to be a vital community of academics, researchers, staff, students and alumni working together in a spirit of innovation and enterprise for a better world.
  Our singular focus on talent will be the cornerstone of a truly great university that is dedicated to quality education, influential research and visionary enterprise, in service of country and society.",21 LOWER KENT RIDGE ROAD 119077,Professional,Full Time,Sciences / Laboratory / R&D,0 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$6,000-$7,000"
58,Operations & Field Executive,CONSULTING GROUP - ASIA INSIGHT PTE. LTD.,"Roles & Responsibilities Experienced in handling data collection for telephone, door-to-door and focus group projects preferred Ensure quality of data collection Monitor project schedule and deliver quality data in a timely fashion   RequirementsSnapshots of our ideal candidate:  [Compulsory pre-requisite] Has direct market research project and/ or field operations experience [Compulsory pre-requisite] Currently located and eligible to work in Singapore Strong project management skills, resourceful Able to recruit, train and lead a team of field force interviewers ","Asia Insight is one of the leading market research companies in Asia. We were founded in 1996 in Singapore. Today, Asia Insight offers market research services in 14 countries including China, India and Japan. Since inception, Asia Insight has handled all kinds of market research projects, many of which include large-scale studies across continents. Year round, the company also manages numerous regional tracking studies. To meet the needs of their clients throughout Asia, Asia Insight handles a wide range of qualitative and quantitative market research services, offering unique Asian Insights, balanced with a global perspective. Since 2005, Asia Insight is committed to delivering quality research, under the umbrella of ""Consulting Group - Asia Insight Pte. Ltd.""","REHAU BUILDING, 1 KING GEORGE'S AVENUE 208557",Executive,"Contract, Full Time",Marketing / Public Relations ,4 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$2,200-$3,000"
59,IT Analyst,HGP ASIA PTE. LTD.,"Roles & ResponsibilitiesIT Analyst    Location: Singapore based Role description: This role is responsible to support the deployment of IT projects and systems for international Pharma and Life Science clients. The various IT projects and systems include ERP (Enterprise Resource Planning Systems), MES (Manufacturing Execution System), Data Historian, PLC / SCADA, DCS (Distributed Control Systems), LIMS (Laboratory Information Management System) and CDS (Chromatography Data System). This position may also provide daily operational support, administration, and management for these systems, as well as system enhancements and upgrades. In this role, the IT Analyst may be responsible for performing the analysis and design associated with new requirement.  The IT Analyst will work in accordance to the client’s Computer Systems Validation policies and procedures to ensure that all projects are implemented in a quality manner, in compliance with appropriate regulations.    Responsibilities include:  Manage/support project quality for IT projects in regulated environments. Support project management activities, identify and pro-actively manage project risks. Write quality/validation plans, project documentation and procedures. Ensure full compliance to regulatory, quality, and best practice standards. Provide strategic consulting for Computer System Validation, Information Security and Data Privacy. Conduct and facilitate IT Audits and IT Vendor Reviews. Analyse business needs, propose solutions and assist in users requirements gathering. Create IT functional and technical specifications. Perform technical system development, technical configurations and system testing, where appropriate.   Requirements  Offering:  Consulting roles for international Pharma and Life Science clients in strategically relevant projects. Work in a professional consultancy environment within a highly motivated team. The opportunity to take on responsibility and to help shape our organization. Excellent career development and growth opportunities.  Professional Skills and Experience:  Degree (or similar) in IT, Engineering or Science. 2+ years’ experience working in IT related areas. 2+ years’ experience working in GxP environment. Excellent written and verbal communication skills. Strong organizational and project management skills. Ability to communicate quality and risk-related concepts to technical and non-technical audiences. Familiar with compliance requirements (SOX, FDA, GxP, 21 CFR Part 11, COBIT, Records Management, BCM / Disaster Recovery, etc.). Experience in implementing any ERP (Enterprise Resource Planning Systems), MES (Manufacturing Execution System), Electronic Batch Records, Information Management Systems, Data Historian, PLC / SCADA, DCS (Distributed Control Systems), LIMS (Laboratory Information Management System) and CDS (Chromatography Data System).   ","HGP ASIA PTE. LTD.
Management Consultancy services for the Life Science Industry. Focus on Manufacturing Operations Management with two leading categories of serivces - Manufacturing Excellence and Compliance Excellence. 
 ",110A TELOK AYER STREET 068579,Executive,Full Time,Healthcare / Pharmaceutical,4 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,000-$5,000"
60,Senior Assistant Director  /  Deputy Director (Programme Management),Ministry of Home Affairs,"Roles & ResponsibilitiesThe Ministry of Home Affairs (MHA) aspires to be a world-class organisation in delivering safety and security for our people. In pursuing our mission to make Singapore our Safe and Secure Best Home, we remain always constant and true to our core values of Honour and Unity. SAD / DD (Programme Management) is responsible to lead the team in harnessing technologies to improve the overall operational efficiency of MHA in the following areas:  Address capability gaps and identify suitable technologies and/or develop new capabilities specific to MHA’s needs for Video Analytics and Sense-making; and synergize the use of common technologies/ infrastructure across Home Team departments.   He/ She is expected to ensure timely delivery of projects within the committed schedule and budget. Have full oversight of the projects status and resolve issues in a timeline matter. Lead discussions with all relevant parties including external government agencies, industry partners, Home Team Departments (HTDs) to ensure successful delivery of projects. Ensure proper integration and testing of all hardware and software components so the system is delivered according to contractual requirements. Prepare technical documents such as technical specifications (for tenders), system design documents, technical interface agreements, various test plans (factory acceptance, on site acceptance, etc.) and test reports, if required. Liaise with relevant MHA units for the necessary development of ICT components (including the necessary security modules reviewed, tested and delivered), and to ride on the existing MHA ICT infra-structure (including any data exchange among HTDs and external agencies) for project delivery purpose. Work with external agencies and/or HTDs to bring in the necessary data (which can be, for example, sensory data and images) through proper technical interface agreements.    Job Requirements:  At least 10 years of relevant working experience and proven track record of delivering complex enterprise-wide systems Strong interest in technologies and innovation Strong planning and project management skills Able to work independently and as a team Facilitation skills, extensive organising capabilities and foresightedness to drive projects       All new appointees will be appointed on a two-year contract in the first instance. We wish to inform that only shortlisted candidates will be notified within 30 days upon closing of the advertisement.","The Ministry of Home Affairs (MHA) aspires to be world-class in delivering a safe and secure home for our people. In pursuing our mission to help make Singapore safe and secure, we remain always constant and true to our core values of Honour and Unity.","NEW PHOENIX PARK, 28 IRRAWADDY ROAD 329560",,Full Time,Public / Civil Service,0 application,Posted 07 Jan 2019,Closing on 07 Feb 2019,,Salary undisclosed
61,Research Assistant / Associate,NATIONAL UNIVERSITY OF SINGAPORE,"Roles & ResponsibilitiesApplications are invited for the following part-time position in the Saw Swee Hock School of Public Health:   Research Assistant/Associate    We are looking for a research assistant/associate with a quantitative background to join us to work on the analysing physical activity data from wearable devices. The successful applicant will have a strong statistical and/or epidemiological background, perform data management, cleaning and analysis independently using R, show good initiative in troubleshooting tasks and have excellent communication skills.     Responsibilities:  Work closely with the physical activity experts and biostatisticians on the team to understanding factors influencing physical activity. Support research projects through data extraction, cleaning, and analysis. Manage specific project deliverables and prepare deliverable reports Communicate research through publications and collaborations with external partners. Assist the Principal Investigator with other day-to-day tasks. RequirementsRequirements:  At least a Master degree in Statistics or equivalent A good knowledge of various statistical regression models Hands on experience in R and writing R scripts for data management, cleaning and analysis Interests in current health and health promotion. Advanced knowledge of R programming. Self-motivated, independent learner and detail-oriented. Research experience in physical activity and wearable devices. Fluency in English and good writing skills are essential. A team player    The grade of appointment will be accorded based on candidate’s academic qualifications and years of relevant experience.   Applicants should send in the following documents:  Cover letter highlighting career goals and relevant experience Curriculum Vitae, containing details of two named referees    Please note that only shortlisted candidates will be contacted.","The National University of Singapore aspires to be a vital community of academics, researchers, staff, students and alumni working together in a spirit of innovation and enterprise for a better world.
  Our singular focus on talent will be the cornerstone of a truly great university that is dedicated to quality education, influential research and visionary enterprise, in service of country and society.",21 LOWER KENT RIDGE ROAD 119077,Professional,Temporary,Sciences / Laboratory / R&D,0 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,000-$4,500"
62,Clinical Research Co-ordinator,NATIONAL DENTAL CENTRE OF SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesResponsibilities You will assist the principal investigators in development and implementation of clinical research and clinical trial protocol including:-  Preparation of documents for and facilitation of regulatory (e.g. Institution Review Board, Health Science Authority) approvals Preparation of grant applications Facilitating the signing of project agreements with external collaborators Provide advice research protocol design Design and develop informed consent form, data collection forms, logs and other study related document Execution of approved clinical research and clinical trial protocols in accordance to the ICH-Guideline for Good Clinical Practice (ICH-GCP), Human Biomedical Research Act (HBRA) and other regulatory requirements, including (but not limited to) assisting the principal investigator(s) in:  -  Subject’s consent taking -  Scheduling clinic appointments for research subjects -  Completing data collection forms -  Conducting surveys or questionnaires -  Managing investigational drugs/devices and -  Sending test results as required in the protocol -  Handling queries by research subjects  Setting up and maintaining Investigator study file(s), including records of all approvals and reports Coordinating and taking minutes for study specific meetings between the investigators and their study team members Setting up and entry of research data into the study database Preparation of study progress reports Preparation of study audits by relevant regulatory authorities  As part of the ACP Office (Research), you will provide administrative support research initiatives including:-  Coordinating the scientific and fund review of new research projects submitted by the principal investigators in NDCS Implementing the research protected time scheme for clinicians Organizing the research mentoring programme Research related events     RequirementsRequirements  Degree in Nursing, Biological Science, Pharmacy or other healthcare related discipline Familiar with Singapore Guideline for Good Clinical Practice (SGGCP), ethics and regulatory requirements for conducting clinical research Familiar with Microsoft Excel, and bio-statistical software applications Excellent interpersonal and communication skills ","NATIONAL DENTAL CENTRE OF SINGAPORE PTE. LTD.
National Dental Centre Singapore (NDCS) is the largest specialty referral centre for oral healthcare. It comprises of multi-disciplinary teams, leads in the training of dental professionals in Singapore and support advancements in dentistry research.
 ",31 THIRD HOSPITAL AVENUE 168753,Executive,Full Time,Sciences / Laboratory / R&D,25 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$2,550-$4,630"
63,Quantitative Developer,FOUR ELEMENTS CAPITAL PTE. LTD.,"Roles & ResponsibilitiesLocation: Paris or Singapore Job Type: Permanent/6-month internship (with potential conversion to permanent), full-time About the project - Alphien: Founded in 2018, Alphien (SAS au capital de EUR 1,750,000 RCS Creteil 837 508 902) bridges the gap between asset managers looking for robust quantitative exposure, and bright minds with knowledge and experience to design exciting indexes. Leveraging on the combined decades of our management team’s experience, Alphien is disrupting the field of data science applied to finance. We have joined the incubator Paristech Entrepreneurs in Paris and also have operations in Singapore. We offer you to join a dynamic team in a growing fintech start-up. Your mission   Learn, enhance and develop the proprietary quantitative R-based library of the platform.   Develop models and evaluation methods in order to assess the quality of the research done on the platform by its users.   Data science research in order to create alternative data to be further available for the research community.   Develop tools with the back-end IT developers to facilitate quantitative research on the platform.   What we offer:    Join a young and dynamic team in a disruptive sector   Participate in different projects related to our platform development   Be part of an inspiring job environment in a growing fintech startup  Requirements  Degree in Mathematics, Statistics, Computer Science or related highly quantitative fields   Proficient in R programming   Strong software engineering skills and adaptability to new technologies   Interest in financial markets; knowledge in option theory is a plus   Attention to detail and strong personal organizational skills   Highly motivated, self driven with an entrepreneurial outlook  ","Founded in 2008 and headquartered in Singapore, Four Elements Capital is an investment management company specialized in commodity asset management. We focus on delivering absolute returns through a fundamental systematic investment approach and aim to generate alpha by applying innovative quantitative methodology to both fundamental and market data across the entire commodity sector.
 ","SIF BUILDING, 96 ROBINSON ROAD 068899",Senior Management,"Permanent, Full Time, Internship","Banking and Finance, Information Technology",10 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$6,000"
64,Procurement Engineer,HP SINGAPORE (PRIVATE) LIMITED,"Roles & ResponsibilitiesJob Description HP is the world’s leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.   We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.    At HP, the future is yours to create!   If you are our Display Procurement Engineer in Singapore, you will have a chance to   Responsible to drive innovation, display partners with R&D to support NPI Develop display roadmap and work with the global team Ensure the LCD or touch panel suppliers manufacturing / quality process readiness Evaluate supplier capabilities to ensure production output can meet HP demand and work with HP business teams on business continuity plans (such as multiple sourcing, geographic diversity) Evaluate supplier product designs, processes and activities for compliance with HP manufacturing guidelines, quality processes and standards using Lean Sigma processes Responsible to align testing, data collection and quality monitoring across HP, LCD supplier and HP contract manufacturers to insure consistency in quality reporting and evaluation Responsible for the qualification of supplier processes for conformance to product specification and to HP corporate SER (Social Environmental Responsibility) policies Communicate and resolve supplier-related production problems as they occur Drive supplier improvement using comprehensive failure analysis and corrective actions plans Drive cost improvements through inventive quality initiatives employing supplier technology Set HP quality objectives and audit suppliers as appropriate to ensure data-based compliance RequirementsAre you a high-performer? We are looking for an individual with:   Bachelor's or Master's degree in Electrical, Electronics Engineering, or equivalent At least 5 years of working experienced in electronics related field, such as R&D, electronics sourcing Has knowledge in Lean Sigma, product qualification & release to mass production processes Has experienced / knowledge about LCD / Touch Panel technology & industry Experienced in factory audits capabilities: process and product manufacturing Experienced in supplier quality improvement programs Excellent written and verbal communication / articulation skills; good to have ability to communication in Chinese due to the external partners; ability to effectively communicate plans, proposals, and results to senior management Willing to travel at a moment’s notice    HP is a Human Capital Partner – we commit to human capital development and adopting progressive workplace practices in Singapore.","HEWLETT-PACKARD SINGAPORE (PRIVATE) LIMITED
HP is one of the world’s largest & most successful IT companies. HP Personal Systems Group ships 48 million PC units per annum making it the number 1 global supplier of desktop PCs, workstations and Thin clients.",1 DEPOT CLOSE 109841,Executive,"Permanent, Full Time",Engineering,7 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$4,000-$6,000"
65,Regional Business Development Manager,ASIA ASSOCIATION PTE. LTD.,"Roles & ResponsibilitiesWe are a licensed recruitment agency, searching for our client, who is a leading provider of activity tracker. Headquarter based in America, listed company. a.    General Role Description of Contingent Worker: i.    Build good relationship with key retailers. ii.    Share/collect marketing plans/marketing request when visiting key retailers. iii.    Support on executing sales & marketing activities. b.    New Channels / Retail Segment: i.    Enter new retail segments beyond existing channels - developing a go to market 4P Proposition Pitch to new channels Sports, Watch and Lifestyle retailers. This includes Margins, Sell Through Management, Store Mapping, and Ranking. ii.    Identify the high-level contacts of Sports, Watch and Departmental Store Leadership team and assist Regional Team to set up meeting pitches and follow ups. iii.    Provide a Competition Landscape Report on a Monthly and Quarterly Basis. c.    Sell Through Focus: i.    Review sell through data on top 5 key retail accounts per country on bi-monthly basis and provide charting data when needed  ii.    Propose quarterly in store sell through promotion mechanics that achieve sales targets of each retailer and Sales Territory assigned. iii.    Review the results from retail store visits third-party merchandising services providers in assigned Sales Territory with respective in country distributor(s). Take corrective action plan based on the merchandising reports submitted. iv.    Prepare monthly Home Week Deck on Sales Performance by Account  d.    Business Management: i.    Prepare and coordinate quarterly business reviews (QBRs) with top 8- 16 retail accounts in each country. ii.    Provide market competition position information in monthly report iii.    Visit the pre-agreed quarterly focused retailers and check store on hand inventory and sell through quantities e.    Build Business to Business (B2B) Channel and Manage Assigned Accounts: i.    Arrange and assist when requested the setting up of meetings with B2B companies. Assist with HQ group health solutions follow up meetings with any subsidiaries of those that Fitbit is engaging with. ii.    Provide follow up execution work with any financial institution on Pay Roll Out and Pitches. Set Up Meetings, coordinate actionable local activitiesRequirements- Minimum 5 years of related experience - Education: Degree","ASIA ASSOCIATION PTE. LTD.
Asia Association, a Singapore based company, offers our client new efficiencies in marketing operations solutions and fulfillment services in the Asia Pacific region. The company provides end to end marketing solutions to help our client achieve desired return on investment. These services cover a spectrum of supply chain management functions that include:
- Procurement Fulfillment
- Order Fulfillment
- Kitting & Assembly
- Warehousing, Logistics & Transportation
- Print Solutions
- Branding Enhancement
- Product Localisation
- Online Retailing
- Sales Force Management
- Account Management
- Customer Service Management
- IPO Management
- Marketing Management Reporting & Analytic.
Please visit www.asiaassociation.com for more details.","IMM BUILDING, 2 JURONG EAST STREET 21 609601",Manager,Permanent,"Others, Sales / Retail ",17 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$6,000-$8,000"
66,"Investment Support, Multi Asset, Global Asset Management",BLUECHIP PLATFORMS ASIA PTE. LTD.,"Roles & ResponsibilitiesOur client is a Global Asset Management name with a strong Asia presence. We are currently looking to hire for an Investment Support to assist with the Multi-Asset Portfolio Management team to be based in Singapore. Job Responsibilities Working with the investment team, you will be responsible for   Maintaining and running stock screens, maintaining stock databases and preparing powerpoint presentations.  Support data management, including extraction and collation of data for stock analysis, report generation, team discussions etc.  Coordinating with the middle & back office and trading team pertaining to risk, compliance, performance and transaction reports.  Be willing to provide administrative support for the team, including travel arrangements, claims and logistic support for meetings and events.      This is a good opportunity for the right candidate to experience a career in a global investment management firm, be working directly with experienced Fund Managers who are willing to train and develop given the right candidate's aptitude.   Requirements/Qualifications You should ideally come with 3-5 years of relevant equities investment support/ portfolio assistant experience with another fund house, familiar with multi-asset as an asset class, and willing to be a team player to help cover the admin support too. Candidates are expected to have strong Excel and Powerpoint skills, ability to solve problems and have an eye for details. Fund operations/ fund accounting/ fund administration candidates from other global fund houses with good multi-asset background and strong communication skills will also be consideredRequirements**Apply here** https://www.bluechipcareers-asia.com/jobDetails/4209/investment-support-multi-asset-global-asset-management For more Banking and Finance Jobs visit us at: https://www.bluechipcareers-asia.com","BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.",,Senior Executive,Full Time,Banking and Finance,13 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
67,VP - Java Developer,BLUECHIP PLATFORMS ASIA PTE. LTD.,"Roles & ResponsibilitiesLooking for a senior Java developer - 7 years plus   Job Responsibilities   Design and develop end-to-end software solutions including data modelling, application and service development leveraging multiple technologies  Collaborate with Technology and business counterparts as part of a global team  Engage with other Technology teams in providing integration solutions  Proactively identify efficiency and design improvements to existing systems and processes  Advance the team's technical abilities and be a role model for junior team members       Requirements/Qualifications The following skill sets are required for this position :   Experience in HTML, JavaScript, Java8  Hands on with NoSQL databases understanding.  Experience with event driven data pipes such as Kafka is essential.   Prior working expertise in front office(e.g. FX )would be advantageous.  Understanding and hands on caching technologies, such as MongoDB, Redis, Elasticsearch would be a plus point. Requirements**Apply here** https://www.bluechipcareers-asia.com/jobDetails/4564/vp-java-developer For more Banking and Finance Jobs visit us at: https://www.bluechipcareers-asia.com","BlueChipCareers Asia is a Singaporean-founded recruitment platform that is specially designed for banking and finance professionals. With our predictive matching technology and understanding of the industry, we aim to connect the top banking talent with Asia’s top Financial jobs.  We give candidates access to the top banking and finance jobs in Asia and help our clients recruit more efficiently by identifying the right candidates fast and ultimately, getting the best talent before your competitors.",,Manager,Full Time,"Banking and Finance, Information Technology",0 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
