,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
70,"VP, Implementation Manager - Global Transaction Services (GTS) (180001UI)",DBS BANK LTD.,"Roles & ResponsibilitiesBusiness Function  Global Transaction Services (GTS) comprises of Cash & Trade, Securities Services and Fiduciary Services.  In an increasingly borderless world marked by burgeoning trade flow, expertise in trade finance services is an invaluable asset. With cash the lifeblood of every company, so too, is a good understanding of how to manage these cashflows. Trade Finance, together with Cash Management, is the mainstay of GTS, and is extended to SME and corporate clients for their local and cross-border financial transaction needs.  In Cash & Trade, you will be part of the product management team that provides seamless and cost-effective solutions to customers. Whether it is through conducting market research, or by enhancing a product or system's features to meet customers' needs, you will have every opportunity to shape the business. You will also be exposed to a myriad of Trade and Cash Management products through various marketing campaigns and joint visits with our relationship managers.   Key Accountabilities  Technical Implementation Manager is required to project manage by having a full and effective control of all technical implementation activities, issues, managing customer concerns in an efficient way without affecting DBS’s relationship to the customer; Responsible for all required technical integration activities (file format testing, UAT, PVT, etc) during & throughout the whole implementation stage until the service is smoothly delivered for the client; Be a technical expert on GTS’s Channel Integration Capabilities (IDEAL, H2H, SWIFT) and work cohesively with the client’s assigned technical resource teams to integrate seamlessly with client’s ERP/TMS systems; Successfully manage all technical implementation issues arising during the implementation stage; Provide customer feedback to Product Management team, commenting on new system requirement, and assisting in live tests; Take the initiative of highlighting ‘gaps’ in the solutions’ functionalities, and referring these to Product Manager.    Job Duties & responsibilities  Design & scope the technical solution 	 Countries and products File Formats and messaging Data security and non-repudiation Data flow Any impact to workflow Recommend solutions Setup and roll-out plans   Implementation of technical solution 	 Documentation System Configurations (TEST and PROD) System Development, if any System testing (TEST and PROD) Roll-out   Continuously manage and support the customers to achieve greater user satisfaction Requirements General knowledge of client’s ERP systems. In-depth technical knowledge is not required. Post Graduate Degree is preferred. Strong soft skills in the following areas Leadership skill and prior experience in managing a small team is preferred Effective communication skill Planning and organisation skill Effective problem-solving skill Time Management and Ability to work under tight timeline “Can-do” attitude and strong commitment to deliver business objectives Client-centric mindset Change Agent – ability to embrace change positively and effectively Prior experience of GTS business is preferred, including general banking knowledge. ","DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank's capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.
 ","MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Senior Management,"Permanent, Full Time",Banking and Finance,9 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$10,400-$18,700"
71,SAP Plant Maintenance  /  Work Management Specialists,PETER KLARE CONSULTING PTE. LTD.,"Roles & ResponsibilitiesSAP Plant Maintenance / Work Management Specialists/Experts - Singapore Seeking experience SAP professionals to work in the areas of SAP Plant Maintenance / Work Management / Enterprise Asset Management for very large scale projects in Singapore.    The successful consultants will have end to end responsibility for a nominated process or technology area within the team. This E2E responsibility covers:       Develop/Update Business Process Flows and Business Process Design Documents.    Assess and recommend solutions to be adopted according to scope.   Design and configuration of SAP Plant Maintenance / Work Management modules to support scope; document configuration rationale.   Develop Functional Specs.     Develop/Update relevant Master Data Standards especially master data to support planning, production execution, product costing and quality management.   Prepare integration test scripts.   Complete unit testing, integration testing and support user acceptance testing.   Support Business Readiness team in the preparation of change management and training document, including change impact assessment.   Ensure integration into other functional and technical workstreams, particularly with sales, procurement, production, transportation management Assist in preparation for functional lead meetings.   Assist in preparation for integration meetings with SAP.   Working collaboratively with the Integration lead to address outstanding integration issues.   Work collaboratively with the business Subject Matter Experts.   RequirementsESSENTIAL Knowledge and Experience:     6+ years’ experience in SAP Plant Maintenance / Work Management processes.    Configuration and Testing experience.    Process design and modelling/documentation experience.   Exposure to and experience designing best practice processes and supporting system functionalities.   Deep understanding of master data.       Working across multiple cultures and experience with global rollouts.   ","Peter Klare Consulting has been a premium Talent Resource provider worldwide for more than 30 years.
We are the foremost independent SAP Resource Specialist Provider in Singapore, providing significant SAP services to our clients across Asia Pacific for more than 15 years, as well as increasingly in the Middle East, Europe and the Americas.
Follow us on www.peterklareconsulting.com","CECIL COURT, 138 CECIL STREET 069538","Senior Management, Middle Management, Professional",Full Time,Information Technology,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$12,000-$30,000"
72,Senior SAP FICO Consultant,ABEAM CONSULTING (SINGAPORE) PTE. LTD.,"Roles & ResponsibilitiesJob Title: Senior SAP FICO Consultant with Product Cost Control Job Description: This is a delivery-focused roles, managing complex delivery and/or operations and supporting sales activities.  Description:  As ABSG Senior SAP FICO Consultant, you will be working with our client with cross-functional teams. IT development team and business users as consulting level. Involved in the full process of data gathering and analysis on user requirement, project design, strong project implementation in Financial Accounting & Controlling, post-implementation support and roll-out. Identifies, assesses and solves complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors You will also be involved in carrying out SAP FI and CO implementation projects. Strong technical skills in all areas of the General Ledger (GL), Accounts Receivable (AR), Accounts Payable (AP), and Asset Management (AM) in a consulting environment in various industries RequirementsRequirements:  A minimum degree education with more than 7 years of SAP FICO with S/4 HANA  implementation project experience. Preferably with strong CO working experience.  SAP CO configuration: ü  Product costing ü  Profit Center Accounting ü  Profitability Analysis ü  Activity Based Costing  Prefer more than 5 years in consulting experience. Involved in at least 3-4 full cycle of SAP FICO implementation projects in consulting environment Proven experience in roll-out project before is an added advantag Proven experience in communicating and presenting at business level to MNC clients Experienced in supporting testing and data migration experience, as well as drafting of functional specification for reports, interface, enhancement, form You must have excellent analytical, presentation and soft skills including communication on how to handle existing clients and be client oriented with excellent problem solving skills Able to write clearly and concisely in prepare training material You must possess a personal attribute such as creativity, positive thinking, quick learning, imagination, leadership, judgment and maturity, curiosity, strong interpersonal skills, professional integrity and initiative Able to start in a short notice period; working in tight deadlines and short notice is very common Able to start immediately  Take this opportunity to join an international team of professionals, implement and develop software and consulting solutions in international projects and gain cultural experience, to set a serious foundation for future career steps.","ABEAM CONSULTING (SINGAPORE) PTE. LTD.
ABeam Consulting is a global management consulting firm with headquarters in Japan and with more than 4400 professionals in more than 11 countries and serve over 700 clients throughout Asia, the Americas, and Europe, providing business performance consulting services, integrating business strategy, business process design, information technology enablement, outsourcing and organizational performance and program / project management solutions to our clients. 

ABeam retains a powerful base of professional talent coupled with a global reach which we are recruiting top notch resources for. We currently have the following permanent positions:","OUE BAYFRONT, 50 COLLYER QUAY 049321","Professional, Senior Executive","Permanent, Full Time","Consulting , Information Technology",7 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$8,000-$12,000"
73,"Consultant, Network",INFOSYS COMPAZ PTE. LTD.,"Roles & ResponsibilitiesA highly motivated, customer-focused individual responsible for operations excellent in Data Center virtualization technologies, storage and networking services Job Responsibilities:  Provide advance troubleshooting and support Data Center, servers virtualization with VMware, Cisco UCS servers, EMC storage, Citrix XenApp, Linux, Solaris, Symantec SEP and Microsoft Servers technologies (AD, DHCP, DNS, IIS) Plan, coordinate and perform maintenance activities, upgrades and patches Lead technical discussion and provide timely solution that fit customer needs Lead technology infrastructure project assignments Ensure compliance and implement IT security and audit policies with collaboration with Security and Audit group   RequirementsJob Requirements:  Bachelor’s Degree in IT related disciplines Operations knowledge supporting Data Center and virtualization technologies Proficient in VMware, Citrix, Windows Microsoft Servers 2008 and EMC storage technologies MCSE and VCAP4 certified Operation experience deploying cloud based solution for enterprise customers Strong verbal and written communication with excellent presentation skills Team player with ability to lead and exert influence outside of immediate team Work with minimum direct supervision and ability to make independent decisions ","A member of Temasek Management Services Group, Trusted Source's vision is to be the preferred IT enabler, providing optimal and excellent IT services, solutions and niche business applications, and to be a trusted business partner for innovation, in-sourcing and outsourcing
We strive to implement and maintain a current, scalable, reliable, robust and cost-effective IT infrastructure to augment business-IT solutions","HAW PAR TECHNO CENTRE, 401 COMMONWEALTH DRIVE 149598",Professional,Full Time,Information Technology,2 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$7,000"
74,Sales Specialist (LDT / DX),MIRXES PTE. LTD.,"Roles & ResponsibilitiesKey areas and Responsibilities:  Manage CRM Data and SAP for Sales together with Finance and Accounts Improve productivity by evaluating and implementing sales tactics in new technology introductions assist sales leaders make data-driven decisions to close new accounts and continued use of products by clinicians Work with clinicians, marketing and R & D to enable slaes leaders and clinicians positive experiences Train and certify clinics and nurses with setting up of blood collection and processing workflow based on Mirxes Protocols of Phlebotomy and ordering logistices processes Provide support to clinical studies to clinicians Requirements A Degree in Science Able to communication well 1 to 2 yrs expereince ",MiRXES is a Singapore headquartered biotechnology startup with sales globally. MiRXES develops cutting-edge assay technologies and products for the detection of miRNA for research and clinical diagnostic use. MiRXES partners multinational pharmaceutical companies and world-renown clinical institutions to develop next-generation blood based cancer diagnostic and prognostic tests.,,Executive,Permanent,Healthcare / Pharmaceutical,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$2,000-$40,000"
75,Head of Content,MONEYSMART SINGAPORE PTE. LTD.,"Roles & ResponsibilitiesWe are looking for an experienced Head of Content to join our team. You will be responsible for developing and implementing our regional content strategy, as well as being accountable for the performance of our organic acquisition channel. We are looking for an analytical and structured content strategist and creator, with a proven track record of developing an international content and media function.  Content partnerships (sponsored content) and content development are a key element of MoneySmart’s Media business in 2019. The challenge of taking our explosive media model to the next level, in terms of both readership/engagement metrics and the analytical as well as strategic role our content plays in the wider business model, is one that you will take on with experience and strong leadership. Reporting directly to the CMO, you will build strategies and support all country content departments. These include content creators, video departments, writers and design. You will be based in our Singapore office, and work closely with the Content Heads, Commercial, Product and Operations teams from within the Regional department. Ultimately, you will oversee all content strategies to maximise content distribution, development, quality metrics and engagement, and ensure both brand consistency and overall content growth.   In a nutshell - we want you to turn content into a science!   A keen sense of ownership, drive, and scrappiness is a must.     Key Aspects of Position   Candidate will contribute to tracking, forecasting and reporting upon performance and helping to set aggressive business goals during the planning process with an Editorial lens   Serve as a key member of the MoneySmart Emerging Markets team focused on helping to drive the MoneySmart Content strategic opportunities and collaborate on product strategy to achieve goals.   Define a global business plan and goals for the content team and ensure it is in line with the MoneySmart direction.   Managing, developing and motivating several Editor-in-Chiefs, and thus indirectly the in-country editorial teams.   Develop, measure, structure and implement an Editorial strategy based on content funnels, data, and trends   Responsibility for the success of the media model via the content strategy and initiatives in multiple countries; the in country teams are responsible for the execution and localisation of these strategies   Be strongly focused on data, able to interpret, report and communicate key metrics to the team and across the business.   Manage content distribution to online channels and – alongside the Social team – social media platforms to increase web traffic   Develop and implement content calendar structure    Developing accurate and engaging short-form and long-form content strategies   Develop content roadmap to ensure timely publication of any digital content   Identify gaps in the content and recommend new topics and content formats   Support with the creation of content guidelines, tone, style and voice   Support with the editorial strategy to ensure content is consistent and compelling across all delivery streams   Measure and analyze what’s working and what isn’t with regard to the brand’s engagement and growth efforts   Develop content growth strategy     RequirementsRequired Skills and Experience   Skills/knowledge/personal characteristics:     Proven work experience as a Content Strategist, Content Manager or similar role   Ability to produce content strategies at enterprise-level   Know how to merge a numbers approach to content   Experience in project management is a plus   Knowledge of Content Management Systems   Basic understanding of HTML and web publishing   Experience using social media for business   Solid copy-writing and editing skills in English   Great time-management and communication skills     Experience:   6 years in digital content strategist role   Nice to have: experience executing a content strategy for Digital Publishing Media  ","MoneySmart.sg started life as a mortgage comparison company operating under the brand SmartLoans.sg. We have since expanded beyond mortgages to help consumers maximize their financial decisions by putting the power in their hands to compare loans, insurance, and credit cards. 

Today, MoneySmart Group is the largest financial portals in the Southeast Asia region, operating in Singapore and Indonesia through our brands MoneySmart.sg and DuitPintar.com.","GRANDE BUILDING, 8 COMMONWEALTH LANE 149555",Middle Management,Full Time,Marketing / Public Relations ,16 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$10,000-$12,000"
76,BIM Coordinator  /  modeller,BASIS SOFT INC.-BIM DOCTOR PTE. LTD.,"Roles & Responsibilities1. Identifying and documenting clashes using clash detection software 2. Recording and monitoring the shared data and relationships between models, for example grids, floor levels and shared project coordinates. 3. Following the mandated BIM collaboration procedures in the BEP(BIM Execution Plan) 4. Coordinating the data modelling and management process 5. Coordinating the project team and liaising with the design team and client to ensure success. 6. Responsible for the BIM workflow and ensuring that any potential issues are dealt with effectivelyRequirements1. 5+ years’ experience in BIM implementation, design, drafting or engineering with relevant certification/diploma. 2. Must have and in-depth working knowledge of current BIM software Autodesk(Revit, Navisworks, Civil3D, etc.) or Bentley(AECOsim, InRoads, Navigator, etc.) with emphasis on project sheet setup, 4D and 5D. 3. Ability to take on additional responsibilities to determine and manage priorities with minimal guidance. 4. Must be a self-starter and possess the drive to pursue continued education on BIM 5. Possess the ability to work well as part of a team and independently",BIM consulting services,"SUNTEC TOWER TWO, 9 TEMASEK BOULEVARD 038989",Executive,Full Time,Building and Construction,5 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$4,000-$7,000"
77,2.	Research Assistant / Engineer,NATIONAL UNIVERSITY OF SINGAPORE,"Roles & ResponsibilitiesThe National University of Singapore invites applications for the position of Research Assistant/Engineer in the Singapore Data Science Consortium (SDSC). The consortium, funded by NRF, is hosted at the School of Computing (SoC), NUS. SDSC seeks to develop novel computational solutions to a wide range of industry-driven applications, building large-scale experimental systems and improving the well-being of society. Successful candidates will work with the Senior Data Scientists and Solutions Architect on cross disciplinary projects and develop solutions to meet industry needs.RequirementsJob Requirements  A Bachelor's or Master's degree A team player with excellent communication and interpersonal skills A dynamic individual with a good knowledge and training in data science  Interested applicants can send your CV to sdsc@nus.edu.sg. Only shortlisted candidates will be notified.","The National University of Singapore aspires to be a vital community of academics, researchers, staff, students and alumni working together in a spirit of innovation and enterprise for a better world.
  Our singular focus on talent will be the cornerstone of a truly great university that is dedicated to quality education, influential research and visionary enterprise, in service of country and society.",21 LOWER KENT RIDGE ROAD 119077,Professional,Full Time,Sciences / Laboratory / R&D,3 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$4,000-$4,850"
78,Software Developer (Machine Learning),TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Roles & Responsibilities Software Development Machine Learning / Deep Learning NLP for large text corporation Data engineering (pipelines, data wrangling / transformation) Experience programming in Python, R, Java, or Scala Good communication and should be able to handle team at offshore. Machine Learning / Deep Learning NLP for large text corpora Experience programming in Python, R, Java, or Scala     Requirements Software Development Machine Learning / Deep Learning NLP for large text corporation Data engineering (pipelines, data wrangling / transformation) Experience programming in Python, R, Java, or Scala Good communication and should be able to handle team at offshore. Machine Learning / Deep Learning NLP for large text corpora Experience programming in Python, R, Java, or Scala ",No information added.,"SHENTON HOUSE, 3 SHENTON WAY 068805",Middle Management,"Contract, Full Time","Banking and Finance, Information Technology",2 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$7,000"
79,Senior Software Engineer / Software Engineer (IRG_FM_2018_028),SINGAPORE-MIT ALLIANCE FOR RESEARCH AND TECHNOLOGY CENTRE,"Roles & ResponsibilitiesProject Overview Within the project “Studying Autonomous Vehicles Policies with Urban Planning in Singapore”, we aim to evaluate the feasibility of autonomous vehicle (AV) policies and investigate their land use and transport implications. The project focuses on the deployment of AVs in both greenfield and infill/brownfield areas in Singapore as well as the development of suitable urban design and AV operation schemes. Part of our research agenda involves the development of SimMobility, a microsimulation platform that integrates and links together various mobility-sensitive behavioral models with state-of-the-art simulators to predict impacts of mobility demands, infrastructure changes, and evolving transportation options on the deployment and delivery of people, firms, services and freight. Responsibilities The Future Urban Mobility Interdisciplinary Research Group is seeking a highly motivated Senior Software Engineer/Software Engineer, based at the SMART Centre in Singapore. The job scope includes: Work with researchers and programmers to turn transport models into working code, including the design, implementation, and testing of the models and code.  Design and implement software systems using object-oriented analysis, design, and programming techniques. Apply the software to simulate autonomous mobility-on-demand services which includes the configuration of the software, data preparation, data analysis and validation. RequirementsThe candidate should have the following:  Bachelor or Master’s Degree in Computer Science or a related field. Highly conversant in C++ programming. 2-5 years’ experience in programming large software applications/simulators/game development. Multi-threaded, parallel/distributing system programming experience. Skilled in all aspects of software project life cycle:  feasibility, requirements, design, implementation, integration, test and deployment. Demonstrated ability to work independently Good command of written and spoken English  Candidate with any of the following will have an advantage:  Knowledge on database programming and proficiency in SQL  Knowledge on Python, QT or LUA    Interested applicants will have to submit their full CV/resume, a cover letter and a list of three references (including reference names and contact information) via the website. We regret that only shortlisted candidates will be notified","SMART is a major research enterprise established by the Massachusetts Institute of Technology (MIT) in partnership with the National Research Foundation of Singapore (NRF). SMART serves as an intellectual hub for international research collaborations, not only between MIT and Singapore, but also involving researchers from the region and beyond. At SMART, we identify and carry out research on critical problems of societal importance. SMART is a magnet for attracting and anchoring global research talent, while simultaneously instilling and promoting a culture of translational research and entrepreneurship in Singapore. Five interdisciplinary research groups (IRGs) are currently in operation: Antimicrobial Resistance (AMR), BioSystems and Micromechanics (BioSyM), Disruptive & Sustainable Technologies for Agricultural Precision (DiSTAP), Future Urban Mobility (FM), and Low Energy Electronics Systems (LEES).  In addition, SMART also operates an Innovation Centre.",,Professional,"Contract, Full Time",Information Technology,1 application,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$3,300-$6,600"
80,Architect  /  Senior Architect,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,"Roles & Responsibilities Amec Foster Wheeler Singapore is currently seeking a Senior Architect. this position will interface with both internal and external clients; be dynamic, creative, quality driven, have excellent interpersonal, written and verbal communication skills; and be a proactive problem solver. Candidate will be in charge of all design related issues for the architectural department.  This position requires the ability to graphically interpret and convey the vision of management and our clients in the form of conceptual sketches to formal design presentations.  An understanding of construction detailing, building codes, zoning, structural considerations and cost are paramount in developing designs that are both architecturally relevant and realistic.  Performs a variety of tasks and may be responsible for leads and directing design work. A wide degree of creativity and latitude is expected . Reporting directly to the Civil Structural Architectural Discipline Manager, the candidate will also coordinate with project architects, engineers and interior designers.           Execute roofing assessments and projects including on site data gathering and assessments, drawings, plans, specifications, design analyses, opinion of costs, studies, design review meetings and deliverables submission packages            Perform construction quality assurance            Projects including renovation, repairs and new construction for Refinery, Chemical and Pharmaceutical clients            Execute architectural projects including on site data gathering and assessments, Charrettes, drawings, plans, specifications, design analyses, opinion of costs, studies, design review meetings, and deliverables including partial to full bid packages            Individual will have the lead role in identifying new clients, developing marketing plans, identifying project opportunities and securing new architectural work for the office            Significant CADD / AecoSim production work            Project Tracking and Control - Ensures the accuracy of financial information produced for multiple projects including large, multi-tasked or complex projects; maximizes job profitability and minimizes financial risk            Contract Administration - Ensures project contractual deliverables are addressed on a timely basis; minimizes company's risk associated with non-recoverable expenses and other risk management issues            Document Production and Control - Ensures production schedules are met and the presentation formats of documents meet company standards            General Liaison / Interface - Ensures administrative correspondence produced by company for clients is a professional reflection of the company            Personnel Direction / Management - Provides direction and administrative quality control to project team members to ensure project needs are met on time and within budget            Management of technical and products library            Must be self-directed            Demonstrate management, organizational and detailing skills            Bachelor or Architecture degree, Master of Architecture preferred            Advanced knowledge of managing the creative design process            Experience on large scale projects a plus            Excellent communication and presentation abilities         Requirements Role Requirements           Minimum Bachelors in Architecture —highly proficient in CADD / proficient in REVIT / AecoSim        Preferred          Prefer Pharmaceutical and Industrial Project design experience            Registration in Architectural            12 +/- years of experience with well-rounded experience in industrial, commercial, and institutional design       Familiar with Singapore local BCA requirements       Our ideal candidate needs to be a talented designer, capable of overseeing the production of construction documents         ","Wood is a global leader in the delivery of project, engineering and technical services to energy and industrial markets. We operate in more than 60 countries, employing around 55,000 people, with revenues of around $10 billion.  We provide performance driven solutions throughout the asset life cycle, from concept to decommissioning across a broad range of industrial markets including the upstream, midstream and downstream oil & gas, power & process, environment and infrastructure, clean energy, mining, nuclear and general industrial sectors. We strive to be the best technical services company to work with, work for and invest in. www.woodplc.com
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified individuals will receive consideration for employment on the basis of objective work related criteria and without regard to the following: race, colour, age, religion, gender, national origin, disability, and/or protected veteran status, or other characteristics in accordance with the applicable governing laws.","ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Middle Management,Contract,Building and Construction,4 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$5,000-$8,000"
81,Business Test Manager,UBS AG,"Roles & ResponsibilitiesYour role : Are you an experienced program test manager with a track record of delivering exceptional test results for process and operational change? Do you enjoy delivering enhanced change capabilities across a range of business functions? Do you want to play a key role in the drive to operational excellence?  We’re looking for a Business Test Manager to: • Lead the end-to-end regression testing for Risk and Regulatory projects • Complying with test strategy, testing standards, templates and test plan • Ensuring defect management • Reporting on test progress • Conducting tests and document/log test results and defects • Defining, refining and executing test cases and provide evidences • Developing test cases and reporting on execution • Performing Functional Testing to assess for Accuracy, Suitability, Interoperability, Functionality, Accessibility • Performing Non-Functional Testing to assess for Security, Reliability, Efficiency, Maintainability, Portability • Performing regression testing for project, product and Production Readiness Verification • Creating test data based on predefined requirements • Cleaning up test data within the used test environment • Performing communications as per project communications plan • Embed Risk Awareness by designing and operating an effective control environment, proactively identifying and raising control deficiencies and driving diligent and sustainable risk remediation. Your team: You’ll be working in the WM APAC Operating Office within the dynamic team of test specialists in Change the Bank Portfolio Execution (CPE) in Singapore. CPE supports APAC-wide Wealth Management project delivery of key strategic and business critical change. You may also apply directly via our career website using below link: https://jobs.ubs.com/1033/ASP/TG/cim_jobdetail.asp?partnerid=25008&siteid=5012&AReq=184526BR To learn more about UBS and other opportunities, please visit www.ubs.com/careersRequirementsYour expertise : • Ideally at least six years systems business and regression testing experience • Good understanding of operational processes of regulatory topics within the financial services industry • Strong analytical, communication and facilitation skills • Able to collaborate with all levels within the organization • Experienced in change programs",No information added.,1 RAFFLES QUAY 048583,Professional,Full Time,Banking and Finance,19 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$8,500-$13,000"
82,"Assistant Manager, Student Development (180000GG)",NANYANG TECHNOLOGICAL UNIVERSITY,"Roles & ResponsibilitiesAs a key team member of the Student Development (SD) Unit in the Student Affairs Office, the job holder serves as an intermediary between university management and student governing bodies/organisations, and promotes student development through active engagement with student leaders (undergraduates and graduates) to inculcate a sense of ownership, social responsibility, inclusiveness and accountability.   Key responsibilities include:  1. Student Governing Bodies/Organisations - Key liaison person for 30 - 40 student governing bodies/organisations in NTU  - Evaluate the relevance, inclusiveness and effectiveness of activities / events, and coach student organisers in programme implementation.  - Promote social responsibility and leadership development among students by building on best practices and providing relevant trainings / briefings. - Encourage initiatives that cultivate intercultural competence - Evaluate potential risks of activities, including possible consequences of actions or solutions in relation to the learning experience of student participants, and advise accordingly.  2. Finance Support - Manage the allocation and use of resources, including advisory on student groups funding and facilities booking; manage student spaces effectively.  - Assess asset requests for student activities and make necessary recommendation for purchase / replacement.  3. Data and Statistics Collation - Collate data and statistics for effective tracking of students’ participation  - Provide support in the preparation of management reports for submission to the university administration and the ministries as and when required.  4. Office Management - Work collaboratively as a team to provide effective office administrative support to students and all other stakeholdersRequirementsJob requirements:  •Degree from a recognized university with at least 3 years of work experience  •Relevant experience of working with youth, particularly in higher education sector, will be advantageous  •Effectively bilingual with good communication and writing skills •Self-motivated, resourceful and flexible in adjusting and responding to changing priorities •Proficient in most Microsoft Office application software •Ability to adapt to new environments and tasks, and to develop new capabilities •Leadership and organisational skills, including in leading by example and garnering consensus   We regret that only shortlisted candidates will be notified. ","World's Top Young University
A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.
Meteoric rise in international academic reputation ?
In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.
In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017). ?
Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.
The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.
Innovative learning
In higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom. 
Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?
Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore.
Research impact
Known for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018 Nature Index, NTU is placed 29th among the world's universities and first in Singapore.
NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.","NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Manager,"Contract, Full Time","Admin / Secretarial, Education and Training",21 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,,Salary undisclosed
83,Marketing Sales Executive,WIND VALLEY LLP,"Roles & ResponsibilitiesDevelop and oversee marketing campaigns to promote products and services. Work closely with other employees in areas such as advertising, market research, production, sales and distribution. The role encompasses creative, analytical, digital, commercial and administrative responsibilities. These responsibilities can include:  overseeing and developing marketing campaigns conducting research and analysing data to identify and define audiences devising and presenting ideas and strategies promotional activities compiling and distributing financial and statistical information writing and proofreading creative copy maintaining websites and looking at data analytics organising events and product exhibitions updating databases and using customer relationship management (CRM) system coordinating internal marketing and an organisation’s culture monitoring performance managing campaigns on social media. Requirements Good teamwork skills Communication skills and networking ability Adaptability Strong attention to detail Good organisation and planning skills Creativity and writing skills Commercial awareness Numerical skills IT skills ",We are a company specialises in handmade soap. We conduct soap making and other DIY workshops in our studio and clients' premises. We also sell handmade soaps and other DIY products online.,,Executive,Permanent,Marketing / Public Relations ,3 applications,Posted 07 Jan 2019,Closing on 06 Feb 2019,Monthly,"$1,500-$2,000"
