,title,company,description,company_overview,location,role,hours,industry,applications,posted,closing,salary_type,salary
57,Course Consultant,CANADIAN EDUCATION COLLEGE PTE. LTD.,"Roles & Responsibilities• Communicate with target audiences and managing customer relationships • Source advertising opportunities and placing advertisements in the press • Manage the production of marketing materials, including leaflets, posters, flyers, newsletters and e-newsletters and DVDs • Arrange for the effective distribution of marketing materials • Maintain and update customer databases • Contribute to and develop marketing plans and strategies  • Monitor competitor activity • To provide customer support and attend to customer queries • To consolidate data (Student info: Particulars, Result, Attendance, Feedback, etc) • To develop marketing material and conduct marketing research  • Develop quarterly marketing reports • Enter student data into student management system                                                                                                         • Complete and update student contracts according to CPE requirements                                             • Coordinate and update the student filing system • Student fees collection  Requirements1. Diploma in any field 2. Familiar with Microsoft Office. Knowledge of design marketing materials will be an added advantage. 3. Customer service experience  4. Hardworking and responsible, independent, pleasant personality with strong organizational, interpersonal and communication skills 5. Be able to speak and write Japanese (professional level)    ",Canadian Education Centre is registered with Ministry of Education. We believe in teaching our students English as a life skill so that they become independent learners and can continue to develop their language and build on their overall success.,"TRIPLEONE SOMERSET, 111 SOMERSET ROAD 238164",Non-executive,Full Time,Marketing / Public Relations ,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$2,000-$7,000"
58,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,"Roles & ResponsibilitiesThe Earth Observatory in Singapore (EOS) at Nanyang Technological University Singapore is a national science Research Center of Excellence. Its mission is to conduct fundamental research on earthquakes, volcanic eruptions, tsunami and climate change in and around Southeast Asia, towards safer and more sustainable societies. We invite applicants for the position of Research Associate (Field Support Scientist) with the following responsibilities:  Maintain and expand volcano gas monitoring networks, and aid research with respect to volcanic gases and signals of unrest. Operate and maintain ground-based gas monitoring instrument networks, including DOAS, SO2 cameras, and multigas samplers. Optimize and expand current gas monitoring networks, and explore options for new networks at future research volcanoes. Process and analyse gas data, and assist with interpretation of volcanic behaviour. Maintain up-to-date gas data archive. Liaise with foreign collaborators and technicians, both remotely and in the field. Keep clear documentation of methods and progress for ease of transparency between technicians, researchers, and collaborators. Lend expertise to both technical and volcano research endeavours. Assist in the installation and maintenance of other geophysical instruments just as GPS and seismometer. Learn to operate geophysical and surveying equipment, including terrestrial LiDAR, airborne LiDAR, PGR and GPS. Requirements PhD in Geology, Geophysics, Chemistry, Atmospheric Sciences or a related field. Experience in volcano gas monitoring techniques. Background in gas geochemistry is preferred, though not necessary. Comfortable with frequent travel to Philippines and Indonesia for fieldwork. Motivated self-starters. Knowledge in telemetry, remote communications, Matlab, Python or other computation software will be a bonus.  We regret only shortlisted candidates will be notified.","World's Top Young University
A research-intensive public university, Nanyang Technological University, Singapore (NTU Singapore) has 33,000 undergraduate and postgraduate students in the colleges of Engineering, Business, Science, and Humanities, Arts and Social Sciences, and its Interdisciplinary Graduate School. NTU’s Lee Kong Chian School of Medicine was established jointly with Imperial College London.
Meteoric rise in international academic reputation ?
In 2018, NTU was placed 12th globally in the Quacquarelli Symonds (QS) World University Rankings. It was also ranked the world’s best young university (under 50 years old) by QS for the fifth consecutive year. In addition, NTU was named the world’s fastest rising young university by Times Higher Education in 2015.
In engineering and technology, NTU is ranked 5th worldwide in the QS World University Rankings by Subject 2018. With six schools, NTU’s College of Engineering is among the top nine globally for research output and the 5th most cited in the world (Essential Science Indicators 2017). ?
Mirroring this success is the College of Science, whose young chemistry department is ranked 10th among universities in the Nature Index 2018. Boosted by research at the Lee Kong Chian School of Medicine, NTU is also strengthening its foothold in areas such as biomedicine and life sciences.
The well-established Nanyang Business School is regularly featured among the leading business schools in Asia, with its MBA programme consistently rated top in Singapore since 2004 by The Economist.
Innovative learning
In higher education, NTU is driving new pedagogies so that millennials can learn more effectively in this digital age. Part of NTU's education strategy is the flipped classroom model of learning. The centrepiece of this new way of learning is The Hive, a groundbreaking learning facility that has been described by CNN as having redefined the traditional classroom. 
Innovative education initiatives also include signature programmes such as Renaissance Engineering Programme, CN Yang Scholars Programme, NTU-University Scholars Programme. Designed for high-achieving students, these programmes offer a multidisciplinary curriculum, guidance by top faculty, interdisciplinary and intensive research opportunities, overseas exposure, as well as dialogues with world-class scientists and industry leaders.?
Set up jointly with Imperial College London, NTU's medical school, is grooming a new generation of doctors to meet the healthcare needs of Singapore.
Research impact
Known for research excellence and technological innovation, NTU leads the top Asian universities in normalised research citation impact (Clarivate Analytics’ InCites 2016). In the 2018 Nature Index, NTU is placed 29th among the world's universities and first in Singapore.
NTU's five-year strategic plan, NTU 2020, builds on strong foundations of NTU 2015 and aims to propel NTU to greater heights of research excellence. The plan focuses on five key research thrusts – Sustainable Earth, Global Asia, Secure Community, Healthy Society and Future Learning. The areas leverage NTU’s diverse strengths, particularly its longstanding expertise in engineering, business and education, and the interfaces these have with various disciplines such as in healthcare, science and the humanities. NTU’s sustainability initiatives have clinched significant competitive research funding and the university is already a global leader in this area.","NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Professional,"Contract, Full Time",Sciences / Laboratory / R&D,0 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$6,000-$8,300"
59,Senior Hvac Engineer,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,Roles & ResponsibilitiesPrepare HVAC Specifications and Data Sheets Perform Heat load calculations with Carrier software Familiar with DX and Chilled Water System design  Perform duct sizing and equipment selection Review equipment vendor dataRequirementsBachelor Degree/ Diploma in Mechanical Engineering  Minimum 6 years’ experience in oil & gas / petrochemical plant or Building projects Knowledge of applicable international codes and standards,No information added.,"NORTH LINK BUILDING, 10 ADMIRALTY STREET 757695",Senior Executive,Full Time,Engineering,1 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$6,000-$8,000"
60,Corporate Development and M&A Strategy Director,FIXED & MOBILE PTE. LTD.,"Roles & ResponsibilitiesTransferTo is currently seeking a talented individual to support the Corporate Development and M&A Strategy function based in Singapore with experience supporting a global company. A career with TransferTo provides invaluable experience in an exciting and rapidly expanding market and an opportunity to be part of a truly global company with offices worldwide and a diverse workforce. A successful candidate will have proven experience leading the efforts to analyse, evaluate and execute strategic initiatives, acquisitions and joint ventures while possessing the ability to delve into and communicate the financial implications of all these varied business opportunities. This role will lead and drive all aspects of deal execution, strategy, evaluating targeted acquisitions/strategic projects, analysis on all types of industry related data, deal structure, valuations, due diligence, signing of and closing deals etc. The candidate will have a proven track record as an analytical problem-solver, including strong project management, strong execution skills in the area of M&A deals and interpersonal skills.   Essential Functions:  Provide thought leadership and develop a long-term partnership with the business to help formulate a growth strategy that is aligned with the overall strategy. Lead, drive and execute in all areas of M&A Prepare investment and acquisition presentations for review by key stakeholders (including executives and board of directors). Perform detailed financial analysis (financial modeling, earnings impacts, etc.) on all investment and acquisition opportunities with the ability to identify key drivers and business assumptions. Manage the Strategy Pipeline of opportunities, lead on these and execute and track potential targets and deal economics Develop and maintains knowledge on industry trends and the competitive landscape Analyze target company data to identify historical and projected financial trends, quality of earnings, and potential liabilities and risks impacting valuation and negotiation of the target company. Also end to end manage of deals Proactively engage the business to identify, develop, improve and execute business plan and corporate strategies through;     Maintaining KPI dashboards through profitability, productivity, growth targets etc., Communicating analysis results effectively to different levels of stakeholders,   RequirementsEssential Experience  Commercial strength with a strong mind for analysis Masters qualified Minimum 15 years’ experience, in fintech industry Strong global experience Proven track record of delivering results Excellent interpersonal and communication skills Strong relationship building skills Excellent organisation skills, ability to work under pressure and manage priorities Strong influencing skills Advanced competence in Word, Excel and Powerpoint. ","FIXED & MOBILE PTE. LTD.
TransferTo operates a B2B Cross-Border Mobile Payments Network for emerging markets, processing real-time transactions for money transfer operators, mobile operators, digital wallet providers, banks, NGO’s and merchants. Leading companies around the world rely on TransferTo’s mobile payment solutions to perform digital payments.
For more information, please visit our website: www.transfer-to.com
 ","ANSON HOUSE, 72 ANSON ROAD 079911",Senior Management,Permanent,"Banking and Finance, Telecommunications",32 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$15,000-$20,000"
61,"Infrastructure Engineer, Infrastructure and Application Monitoring",GOVERNMENT TECHNOLOGY AGENCY,"Roles & ResponsibilitiesThe Government Infrastructure Group (GIG) is responsible for providing the ICT Infrastructure where the whole government will rely on for its digitalization effort and smart nation initiatives. The infrastructure layer covers the data centres, networks, cloud and endpoints. The modernization of the infrastructure and related services are underway and further efforts will be required to drive the adoption of advanced technologies to bring greater value to the country.
If you are someone with strong infrastructure background and passionate about technology, looking for opportunities to work with a team of practitioners and leading industry experts, we welcome you to join GIG.
The Infrastructure Engineer for Government Infrastructure Group is responsible for designing, implementing and supporting systems for the Whole-of-Government (WOG) level. You will be part of a talented team of engineers that demonstrates superb technical competency, delivering mission critical infrastructure and ensuring highest levels of availability, performance and security. This requires close collaboration with cross-functional team members.
What to Expect:

Responsible for the operations management of an enterprise wide infrastructure and application monitoring system (IAMS) to provide proactive availability, fault and performance monitoring for WOG ICT services.
Analyse IAMS effectiveness and devise action plans to improve the monitoring visibility of the WOG ICT services’ performance.
Collaborate with various service owners to define performance matrix and develop business dashboards for the various WOG ICT services.
Correlate the IAMS monitoring data and provide analysis for the identification of ongoing performance degradation of the WOG ICT services.
Develop operations management procedures to maintain availability and optimal performance of the IAMS.

How to Succeed:

At least 5 years of experience in operations management of large scale enterprise monitoring systems.
At least 1 year of experience in programming / scripting using Chef, Perl, Python and Restful API.
Preferably to have experience in implementation of large scale enterprise monitoring systems.
Technical knowledge and understanding of enterprise products like BMC, CA, NetScout, Riverbed and ServiceNow. Certification in any of the technologies listed above will be an added advantage.
Team player with strong analytical thinking and problem solving skills.
Knowledge of ITIL processes and procedures.
","The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.","MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",Middle Management,Full Time,"Information Technology, Public / Civil Service",0 application,Posted 28 Jan 2019,Closing on 31 Jan 2019,Monthly,"$5,000-$10,000"
62,Senior software engineer,ISENTIA BRANDTOLOGY PTE. LTD.,"Roles & ResponsibilitiesAbout Isentia Isentia is the Asia-Pacific region's leading media intelligence company, providing over 6,000 clients with information and insights 24/7/365 across traditional and new media. Isentia has more than 1,400 employees across 15 countries filtering information from over 10,000 print, radio and television media outlets and over 250 million online conversations per month. Our talented people, innovative technology, comprehensive coverage and expert research provides the tools and insight to allow our clients to manage media relationships effectively, track and analyse issues of interest across all media, and discover and share valuable insights that drive smarter decisions.  Are you interested in Big Data, Machine learning, Social Media, News and Current Affairs? Do you have a passion for working with some of the biggest brands in Southeast Asia? Are you excited by consumer insights, big data and media analysis? Are you looking for a challenging and rewarding role with a gateway into Senior Management? Focused on creating a complex RESTful API layer for a highly scalable and distributed software system.    Our platform is based on a cutting-edge architecture which will be an extremely rewarding experience for developers who enjoy maximising the potential of technology.   Strong developers will find this an immensely rewarding opportunity.   Why work for us?  Cutting edge technology for a technology product company. Fast growing business with big future plans. Flexible, informal, start-up like environment. Competitive salary.  We all believe in the product we’re building so if you want to join a bunch of people passionate about their work then we’d like to work with you!  We are looking for candidate with 2 to 5 years’ experience.    Responsibilities  Build and deploy Restful services Design overall architecture of the web application. Maintain quality and ensure responsiveness of applications. Collaborate with the rest of the engineering team to design and launch new features. Maintain code integrity and organization. Converting designs into pixel perfect reusable visual components RequirementsTechnology skills:  Necessary skills:   Amazon Web Services Python RESTful API Design Elasticsearch     Good to Have:   Docker Kubernetes Java ","ISENTIA BRANDTOLOGY PTE. LTD.
As a company dealing with social media, we are providing very exciting opportunities for passionate individuals to be involved in shaping the future of brand and reputation management.  Leveraging on the latest Internet technologies and user generated media, we are at the forefront of technology to gather key business information for our clients.
 
We are looking for individuals who have the drive and passion to build and craft out niches for themselves together with us. If you believe that you are such a person, we want to hear from you!
To work closely with the Account Manager to deliver effective, efficient and insightful client service to a portfolio of clients, whilst maintaining and nurturing client relationships.","LUZERNE, 70 BENDEMEER ROAD 339940",Professional,Permanent,Information Technology,1 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$5,000-$7,500"
63,"Senior Infrastructure Engineer /  Infrastructure Engineer, Mobility Management",GOVERNMENT TECHNOLOGY AGENCY,"Roles & ResponsibilitiesThe Government Infrastructure Group (GIG) is responsible for providing the ICT Infrastructure where the whole government will rely on for its digitalization effort and smart nation initiatives. The infrastructure layer covers the data centres, networks, cloud and endpoints. The modernization of the infrastructure and related services are underway and further efforts will be required to drive the adoption of advanced technologies to bring greater value to the country.
If you are someone with strong infrastructure background and passionate about technology, looking for opportunities to work with a team of practitioners and leading industry experts, we welcome you to join GIG. As an Infrastructure Engineer (Mobility Management), you will be responsible for technology scanning, researching, proposing and implementing mobility solutions to support Government digital workspace. You will assist in the assimilation of the solution through experimentation, ushering in the technical know-how, developing conceptual architecture and designs, developing policies, standards and guides and early adopter implementation of these technologies What to Expect:

Scan technology landscape on mobility solutions, identify and recommend potential technologies updates/enhancement of the existing Government mobility management solution.
Participate in POCs and vendor engagements to validate technologies feasibility and viability to business
Develop technical write-ups to help in understanding the technology, market position, possible use cases of its use in the government environment
Develop architectural concepts for the adoption of the technologies
Involve in the tender process to implement the technologies and solution according to governing standards and policies
Manage external vendors and contractors to timely deliver and implement the technologies or solutions for Government use
Develop standards and guides for adopters of the technology or products/services leveraging these technologies
Work with policy developers to evolve our policies to enable the adoption and promulgation of the emerging technologies
Engage key stakeholders to understand their needs and concerns, develop well balanced positions of the technologies to address them, address escalated issues or conflicts, participate in platforms such as meetings with the management and manage senior leadership team of vendors to ensure GovTech and the government’s interests are protected.

How to Succeed:

Minimum 7 years of demonstrated technical experience in architecting, engineering and troubleshooting mobility solution in a service provider environment or large enterprise organisation which covers:

Enterprise Mobility Management (EMM) or Mobile Device Management (MDM)
Secure remote VPN access
Data Protection technology such as containerisation
Mobile analytic and reporting


Experience with integrating leading EMM or MDM solution with:

Email system such as Microsoft Exchange, encrypted email
Remote VPN access
Mobile Threat Protection/Detection
2-Factors Authentication solution
PKI Services and Digital Certificate
Active Directory and Kerberos Authentication
Collaboration tools such as Microsoft Office 365, SharePoint
Single-Sign On to internal and external systems solution


Operational knowledge of Exchange ActiveSync, AirWatch MDM, Microsoft CAS servers, Apple Device Enrolment Programme or equivalents
Experience with developing process, policies and configuration settings in EMM or MDM for the deployment and management of mobile devices (Android, iOS, etc) for enterprise(s)
Able to implement mobility concepts such as BYOD, COPE, COSU, Secure Container, MAM, MCM, device lifecycle management, etc
Possess deep understanding of:

EMM landscape and technologies
Online MDM solution such as Intune
Automation and Integration tools such as PowerShell scripting or REST API
Security implementation such as S/MIME, PKI, Smart Card and Kerberos
Network and system technologies and security principles
Mobile device platforms such as iOS and Android (Knowledge on Chrome OS is preferred)
Containerisation technologies such as Samsung Knox, Android for Work or Android Enterprise


Passion for technology advancement in any infrastructure technology domains is essential
Excellent written and verbal communication and ability to create concepts and frameworks to represent the use technologies, influence and communicate effectively with non-technical audience and senior management
","The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.","MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",Middle Management,Full Time,"Information Technology, Public / Civil Service",0 application,Posted 28 Jan 2019,Closing on 30 Apr 2019,Monthly,"$5,000-$15,000"
64,"Director, Technical Masterplanning Office",GOVERNMENT TECHNOLOGY AGENCY,"Roles & ResponsibilitiesDigitalisation is a key pillar of the Government’s public service transformation efforts. The Digital Government Blueprint is a statement of the Government’s ambition to better leverage data and harness new technologies and to drive broader efforts to build a digital economy and digital society, in support of Smart Nation. Our vision is to create a Government that is “Digital to the Core, and serves with Heart”. A Digital Government will be able to build stakeholder-centric services that cater to citizens’ and businesses’ needs. Transacting with a Digital Government will be easy, seamless and secure.  To support the desired pace of transformation and digitalisation within the Whole-of-Government, a Director, Technical Masterplanning position has been created under the Technical Masterplanning Office. Reporting into the Government Chief Digital Technology Officer (GCDTO), you will assist the GCDTO in establishing the strategic and mid to long term digital roadmap and architecture to help shape the technology plans for the whole-of-government.  You will focus on supporting the strategic use of technology within the public sector, driven by efficiency and effectiveness, and prioritising user driven approaches for better value creation.  As there are many conflicting priorities across the Whole-of-Government, one must rally teams to plan projects holistically and in a streamlined approach with the objective of leveraging the synergies across Whole-of-Government.  Some of the emerging themes are e-government, access to open data, citizen engagement and so forth.  To succeed in this role, you should have at least 10 years of experience working in a consulting firm, with a focus on technology or digital initiatives.  Preferably with exposure to public sector and a good grasp of interoperability.  You should possess strong communication skills, with the ability to tell a compelling story, linking technology with business. You also have a natural flair in working with people, with the ability to cultivate strong working relationships, collaboratively across the organisation with the view of shaping the transformation programmes.","The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.","MAPLETREE BUSINESS CITY, 10 PASIR PANJANG ROAD 117438",Senior Management,Full Time,Public / Civil Service,0 application,Posted 28 Jan 2019,Closing on 30 Apr 2019,,Salary undisclosed
65,Software Engineer,ISENTIA BRANDTOLOGY PTE. LTD.,"Roles & ResponsibilitiesAbout Isentia Isentia is the Asia-Pacific region's leading media intelligence company, providing over 6,000 clients with information and insights 24/7/365 across traditional and new media. Isentia has more than 1,400 employees across 15 countries filtering information from over 10,000 print, radio and television media outlets and over 250 million online conversations per month. Our talented people, innovative technology, comprehensive coverage and expert research provides the tools and insight to allow our clients to manage media relationships effectively, track and analyse issues of interest across all media, and discover and share valuable insights that drive smarter decisions.  Are you interested in Big Data, Machine learning, Social Media, News and Current Affairs? Do you have a passion for working with some of the biggest brands in Southeast Asia? Are you excited by consumer insights, big data and media analysis? Are you looking for a challenging and rewarding role with a gateway into Senior Management? Focused on creating a complex RESTful API layer for a highly scalable and distributed software system.    Our platform is based on a cutting-edge architecture which will be an extremely rewarding experience for developers who enjoy maximising the potential of technology.   Strong developers will find this an immensely rewarding opportunity.   Why work for us?  Cutting edge technology for a technology product company. Fast growing business with big future plans. Flexible, informal, start-up like environment. Competitive salary.  We all believe in the product we’re building so if you want to join a bunch of people passionate about their work then we’d like to work with you!  We are looking for candidate with 2 to 5 years’ experience.    Responsibilities  Build and deploy Restful services Design overall architecture of the web application. Maintain quality and ensure responsiveness of applications. Collaborate with the rest of the engineering team to design and launch new features. Maintain code integrity and organization. Converting designs into pixel perfect reusable visual components RequirementsTechnology skills:  Necessary skills:   Amazon Web Services Python RESTful API Design Elasticsearch     Good to Have:   Docker Kubernetes Java ","ISENTIA BRANDTOLOGY PTE. LTD.
As a company dealing with social media, we are providing very exciting opportunities for passionate individuals to be involved in shaping the future of brand and reputation management.  Leveraging on the latest Internet technologies and user generated media, we are at the forefront of technology to gather key business information for our clients.
 
We are looking for individuals who have the drive and passion to build and craft out niches for themselves together with us. If you believe that you are such a person, we want to hear from you!
To work closely with the Account Manager to deliver effective, efficient and insightful client service to a portfolio of clients, whilst maintaining and nurturing client relationships.","LUZERNE, 70 BENDEMEER ROAD 339940",Executive,Permanent,Information Technology,1 application,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$3,000-$4,000"
66,Java Developer,RANOSYS TECHNOLOGIES PTE. LTD.,"Roles & Responsibilities       ● Design and develop JAVA code to capture data from different sources and ingest into our data                 management and collection framework.    Design and develop internet/intranet applications by setting expectations and features priorities throughout development life cycle   Determining design methodologies and tool sets; completing programming using languages and software products; designing and conducting tests. Designing, coding and debugging of J2EE Applications as per the product standard.  Be proactive about solving problems even if it's outside of your area and be ready to take on additional initiatives and responsibilities as they emerge.   Should be comfortable working in a high energy environment and be eager to solve tough challenges.    Follow best practices and develop reusable code. Requirements     ● Minimum 2 year of experience in JAVA/ J2EE.      ● Experience with MySQL/Oracle/SQL Server.      ● Good with problem solving and analytical skill.      ● Self-starter and effective team player.      ● Experience with Spring framework and Hibernate.      ● Experience with Tomcat servers.      ● Strong understanding of Core Java and advanced working knowledge of J2EE (JSPs, Servlets, Web Services and JDBC) is a must.  Good on database concepts.       ●  Written & verbal communication skills should be excellent.   Experience in cloud computing (AWS/Rackspace/Azure) is an added advantage.  ",Ranosys Technologies is a leading software development company head-quartered in Singapore and providing IT solutions to global clients. It has a registered office in San Fransisco in USA and offshore development centers in India. It is a fast growing company working in multiple domains and segments. Join us & witness the growth !,"OXLEY BIZHUB, 73 UBI ROAD 1 408733",Executive,"Permanent, Full Time",Information Technology,3 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$4,000-$8,500"
67,Hydrologist,BOSKALIS INTERNATIONAL (S) PTE LTD,"Roles & Responsibilities Responsible for hydrographic survey works on the assigned projects Setting up and independently executing all hydrographic/bathymetric survey works Performing data cleaning, post-processing and quality control Creating detailed drawings and administering the project survey data Solving technical issues related to survey during the project Maintenance and servicing of surveying instruments Supervising trainees and local surveyors Explaining the survey results to the Project Management and client Staying informed about survey related trends and developments and suggesting improvements to the Survey Manager Any other duties / responsibilities as assigned by the Survey Manager / Supervisor Execute all works in line with the safety, health, environment and quality standards Reporting according to the Boskalis QA system Performing all relevant calibrations. Conducting horizontal and vertical checks on regular basis   Requirements MINDEF Clearance Good command of English (written and spoken) Knowledge of relevant equipment and software (QINSy software package, CAD software) Experience with Survey related measurement techniques, equipment and systems (i.a. DGPS, motion sensor, multibeam echo sounder) Knowledge of Intercultural Management ",BOSKALIS INTERNATIONAL (S) PTE LTD,23 GUL ROAD 629356,Non-executive,Contract,Building and Construction,3 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Monthly,"$3,300-$6,000"
68,HR Business Partner,SABRE ASIA PACIFIC PTE. LTD.,"Roles & ResponsibilitiesSabre is a leading technology solutions provider to the nearly US$8 trillion travel industry. Our technology and data-driven solutions help our airline, hotel and travel agency customers grow their businesses and transform the traveler experience. The scale, breadth and depth of our technology is unmatched and sustains a complex industry. We provide an open and stable platform to deliver flexible, reliable and scalable solutions. Over the years, we have shaped and modernized the travel industry. We pioneered online travel agencies, corporate booking tools, revenue management, and web and mobile itinerary tools, to name a few. Sabre offers the travel industry’s broadest range of technology solutions including data-driven business intelligence, mobile, distribution and Software as a Service (SaaS) solutions, used by travel suppliers and buyers to plan, market, sell, serve and operate their businesses. Our travel marketplace transacts more than US$120 billion of travel spend per year. And we are the world’s largest provider of airline and hotel technology. We have been named to the InformationWeek 500 list of the most innovative technology companies for 11 consecutive years. And InformationWeek named Sabre seventh on its list of the “Greatest Software Ever Written.   Travel simply cannot happen without Sabre technology, and our people will continue to transform the industry by delivering innovative ways to plan, purchase and enjoy the perfect travel experience.   Human Resources Business Partner Singapore The Principal HR Consulting & Planning (HRBP) position is responsible for aligning business objectives with HR priorities. The position serves as a consultant to the business on HR strategy and plan. A successful HRBP acts as an employee champion and change agent. Main Duties & Responsibilities  Direct a variety of human resource-related polices practices and initiatives/programs to ensure that location name current and future human resource requirements are met. Ensure that human resource practices are in compliance with local legal requirements Work with Talent Acquisition to identify key talent for the Business and work with the global team on talent management. Work with Regional & Global HR teams to give HR expertise advice on talent, recruitment, compensation, grievances / complains and learning of the employees Work with the local and overseas management team to identify opportunities for productivity improvement, via review of organizational structures, stream-lining of business processes, continuous improvements and performance management Act as catalyst for change and innovation driving cultural changes to improve organizational effectiveness and embed Sabre corporate values; facilitate organizational change by engaging people in the identification and understanding the need for the change Working with respective team to develop and implement the full range of the workforce, succession planning and talent management strategies that will support the delivery of the business requirements Anticipate issues and problems and guide the Business in responding to these issues or problems as and when required to do so Resolve complex employee relations issues and address grievances Work closely with management and employees to improve work relationships, build morale and increase productivity and retention Acts as a member of the Business team representing Human Resources in a professional and consultative manner   RequirementsDesired Skills and Experience  Strong communication and negotiation skill Team player Strong business acumen with a global outlook Strong knowledge of Employee Relations Experience in change and culture management Experience in working within a matrix environment Experience in technology, airline or travel industries are preferred Good local labor law knowledge University degree and a postgraduate qualification in human resources preferred Analytical and goal oriented Full understanding of all HR functions and best practices Minimum 8 years to Maximum 12 years of HR experience, particularly proven experience working and influencing business stakeholders / senior management BS degree in Human Resources or related field ","ABACUS INTERNATIONAL PTE LTD
If you'd like to join a winning company that's brimming with opportunities for advancement and development, where you can unleash your full potential and value-add through your capabilities and experiences, look to Abacus. Abacus offers a host of exciting experiences and challenges where people play a decisive role in the success of the company, and our employees are rewarded with a meaningful career in an enriching environment that is performance-based.
  Singapore -based Abacus International is Asia’s leading provider of travel solutions and services with offices across all markets in the region. With over 26 years of experience in fusing international best practices with local expertise, Abacus provides end-to-end technologies and services driven by in-market insights. We believe in building rewarding and long-term relationships with our customers and partners to enhance their business operations and market competitiveness.
  Abacus International Pte Ltd is a wholly owned subsidiary of Sabre Corporation International LLC.  Sabre Corporation is a leading technology provider to the global travel and tourism industry. Sabre’s software, data, mobile and distribution solutions are used by hundreds of airlines and thousands of hotels to manage vital operations, such as passenger and guest reservations, revenue management, and flight, network and crew management. Sabre also operates the world’s leading travel marketplace, processing more than $110 billion of annual travel spend. Headquartered in Southlake, Texas, USA, Sabre operates in approximately 60 countries around the world.","ABACUS PLAZA, 3 TAMPINES CENTRAL 1 529540",Senior Executive,Full Time,Human Resources ,60 applications,Posted 28 Jan 2019,Closing on 27 Feb 2019,Annually,"$84,000-$144,000"
